rand_seed,t,p,n,nu_0,mu,gamma,bic value,precision,recall,F1,Time(min)
1338,20,2000,20000.0,0.0001,0.0001,1,789831515.5279272,0.5184090259925735,0.912035175879397,0.6610635585503551,63.43206800238695
1338,20,2000,20000.0,0.0002,0.0001,1,789777362.0730096,0.5856642451641848,0.8527889447236181,0.6944237005513898,64.39613800891675
1338,20,2000,20000.0,0.001,0.0001,1,793836389.0149045,0.8189112649465072,0.39233668341708544,0.5305089352449548,66.14398990275028
1338,20,2000,20000.0,0.0005,0.0001,1,790759305.7519065,0.686908923393762,0.6369095477386935,0.660965020924866,68.29786328289968
1338,20,2000,20000.0,0.0001,0.0002,1,789186289.6315165,0.6678512380988578,0.8829899497487437,0.7604981551811817,62.75985867010119
1338,20,2000,20000.0,0.0002,0.0002,1,789342894.8147948,0.6906178684923326,0.8135929648241206,0.7470785700278011,63.646601478918456
1338,20,2000,20000.0,0.001,0.0002,1,793786062.5390953,0.8678326721961774,0.3627889447236181,0.5116765299975194,66.11311808268074
1338,20,2000,20000.0,0.0005,0.0002,1,790562322.8163034,0.762953243511377,0.5989949748743718,0.6711050431404563,68.38075961211386
1338,20,2000,20000.0,0.0001,0.0005,1,788771246.6159148,0.7993483107528726,0.8197738693467337,0.8094322537430071,62.697460797064316
1338,20,2000,20000.0,0.0002,0.0005,1,788956219.2469751,0.8268484120555292,0.7437688442211056,0.7831113345061574,64.14265279213433
1338,20,2000,20000.0,0.001,0.0005,1,793804598.6147989,0.9123084670167614,0.318643216080402,0.4723189512299585,67.5266279150111
1338,20,2000,20000.0,0.0005,0.0005,1,790404811.274456,0.8546223854382884,0.5379396984924623,0.6602726207364461,69.54236004739845
1338,20,2000,20000.0,0.0001,0.001,1,788595281.512031,0.874162301366656,0.7505276381909548,0.8076408322180313,62.51091328126689
1338,20,2000,20000.0,0.0002,0.001,1,788849825.6220249,0.8867842587024788,0.6669597989949749,0.76132159348381,63.58834430621937
1338,20,2000,20000.0,0.001,0.001,1,793924965.5197158,0.9431779225231403,0.2765075376884422,0.4276443615450377,67.9838371071654
1338,20,2000,20000.0,0.0005,0.001,1,790391861.6602821,0.910515072394968,0.4819095477386935,0.6302472685451409,69.54416440884428
1338,20,2000,20000.0,0.001,0.001,1,793924965.5197158,0.9431779225231403,0.2765075376884422,0.4276443615450377,63.928760277029745
1338,20,2000,20000.0,0.0001,0.001,1,788595281.512031,0.874162301366656,0.7505276381909548,0.8076408322180313,64.77182283926135
1338,20,2000,20000.0,0.0005,0.001,1,790391861.6602821,0.910515072394968,0.4819095477386935,0.6302472685451409,67.71288366777202
1338,20,2000,20000.0,0.0002,0.001,1,788849825.6220249,0.8867842587024788,0.6669597989949749,0.76132159348381,77.26022792177585
