population,t,p,n,precision,recall,F1,Time(sec),AUPRC
0,3,65,200,0.250996015936255,0.7907949790794979,0.3810483870967742,9.527730226516724,0.25972464141588647
1,3,65,200,0.2872777017783858,0.7954545454545454,0.4221105527638191,18.299129364080727,0.32515513665921014
2,3,65,200,0.3051519154557464,0.8020833333333334,0.4421052631578947,27.213512846268713,0.32488597997160384
0,3,65,1000,0.24254742547425473,0.7489539748953975,0.3664278403275332,10.343431790359318,0.2597035237080337
1,3,65,1000,0.2874331550802139,0.8143939393939394,0.424901185770751,20.615537334233522,0.28937999351834476
2,3,65,1000,0.2982689747003995,0.7777777777777778,0.43118383060635224,30.576360126957297,0.30539162213094145
0,3,65,2000,0.23828125,0.7656903765690377,0.3634558093346574,10.846737124957144,0.24516789735463526
1,3,65,2000,0.26718547341115434,0.7803030303030303,0.39806763285024155,21.687369572930038,0.2768650880567168
2,3,65,2000,0.2964889466840052,0.7916666666666666,0.4314096499526964,31.953199164010584,0.311270676732131
