rand_seed,t,p,n,nu_0,mu,gamma,bic value,precision,recall,F1,Time(min)
1998,5,250,5000.0,0.005,0.0001,1,6228855.816761705,0.8337182448036952,0.2946938775510204,0.4354644149577804,0.2500785605981946
1998,5,250,5000.0,0.001,0.0001,1,6194240.294211643,0.545543584720862,0.9093877551020408,0.6819712274257729,0.26704296744428574
1998,5,250,5000.0,0.0005,0.0001,1,6282279.268791414,0.21560993696700037,0.9493877551020408,0.35141260009064806,0.2915641366969794
1998,5,250,5000.0,0.0001,0.0001,1,7390237.967550205,0.027160437138396547,0.9657142857142857,0.05283490766173154,0.3621665194785843
1998,5,250,5000.0,0.005,0.001,1,6227043.774821937,0.9478260869565217,0.17795918367346938,0.29965635738831614,0.2500029573837916
1998,5,250,5000.0,0.001,0.001,1,6167124.767317767,0.8448430493273542,0.7689795918367347,0.8051282051282052,0.27021493824819726
1998,5,250,5000.0,0.0005,0.001,1,6164596.124596705,0.8211708099438653,0.8359183673469388,0.8284789644012944,0.2760729032723854
1998,5,250,5000.0,0.0001,0.001,1,6169627.175847135,0.7038961038961039,0.8848979591836734,0.7840867992766727,0.2957278687817355
1998,5,250,5000.0,0.001,0.0002,1,6183242.873678816,0.6415770609318996,0.876734693877551,0.7409451535012073,0.2630015857052058
1998,5,250,5000.0,0.0005,0.0002,1,6206908.431147067,0.4080895630191405,0.9224489795918367,0.5658487731597396,0.27123080850578846
1998,5,250,5000.0,0.0001,0.0002,1,6715966.506874631,0.05595346824977167,0.950204081632653,0.10568367532231705,0.3061659431705872
1998,5,250,5000.0,0.005,0.0002,1,6227784.50524541,0.8582887700534759,0.2620408163265306,0.40150093808630394,0.30865412078176935
1998,5,250,5000.0,0.001,0.0005,1,6172918.434846771,0.7629796839729119,0.8277551020408164,0.794048551292091,0.2621381478694578
1998,5,250,5000.0,0.0005,0.0005,1,6172594.7816295475,0.7039687703318153,0.883265306122449,0.7834902244750181,0.2622834619289885
1998,5,250,5000.0,0.0001,0.0005,1,6239946.006686191,0.2701535508637236,0.9191836734693878,0.4175783422955684,0.28546543546641867
1998,5,250,5000.0,0.005,0.0005,1,6226702.472716936,0.9273356401384083,0.21877551020408162,0.35402906208718626,0.3029603703025108
