rd_seed,L,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, max Error, norm Error, BIC (last pop),runtime,AUPRC
"1998","10","250","5000","0.0224754472449749","NA","0.999211347339878","0.100334348194122","0.182257756585285","0.0926631933788978","1.03269644178299","NA","17.598","0.14262125187271"
