rand_seed,t,p,n,nu_0,mu,gamma,bic value,precision,recall,F1,Time(min)
1996,10,250,5000.0,0.0005,0.01,1,12328283.077296698,0.9727626459143969,0.40816326530612246,0.5750431282346176,0.5078435595845804
1996,10,250,5000.0,0.0005,0.009437878277775381,1,12326978.985445503,0.971830985915493,0.42244897959183675,0.5889046941678521,0.510767459050597
1996,10,250,5000.0,0.0005,0.00890735463861044,1,12325956.962890133,0.9681818181818181,0.4346938775510204,0.6,0.5071479915524832
1996,10,250,5000.0,0.0005,0.008406652885618326,1,12324372.98864987,0.9662629757785467,0.4559183673469388,0.6195230171935663,0.5156616004494329
1996,10,250,5000.0,0.0005,0.007934096665797492,1,12323501.087675238,0.9654591406908172,0.46775510204081633,0.6301897167995602,0.5150243342660057
1996,10,250,5000.0,0.0005,0.007488103857590023,1,12322726.466422906,0.9607522485690924,0.47959183673469385,0.639803974952355,0.5138591614513037
1996,10,250,5000.0,0.0005,0.0070671812739274914,1,12321607.208803402,0.9570982839313572,0.5008163265306123,0.657556270096463,0.5189055287162774
1996,10,250,5000.0,0.0005,0.006669919663030122,1,12321256.18970346,0.9548929663608563,0.509795918367347,0.6647152740819584,0.5162470715818926
1996,10,250,5000.0,0.0005,0.006294988990221888,1,12320904.554601349,0.9536275243081526,0.5204081632653061,0.6733562186427251,0.5136919423976603
1996,10,250,5000.0,0.0005,0.0059411339849650335,1,12320685.403280301,0.9496350364963504,0.5310204081632653,0.6811518324607331,0.515959029935766
1996,10,250,5000.0,0.0005,0.005607169938205458,1,12320322.623942688,0.9448373408769448,0.5453061224489796,0.691511387163561,0.5124475229531527
1996,10,250,5000.0,0.0005,0.005291978735958442,1,12320064.96275121,0.9379686434901159,0.5616326530612245,0.7025785039571101,0.5125502277864143
1996,10,250,5000.0,0.0005,0.00499450511585514,1,12319741.104088701,0.9352708058124174,0.5779591836734694,0.7144298688193743,0.5129375789663755
1996,10,250,5000.0,0.0005,0.004713753134116724,1,12319706.18992097,0.9320827943078913,0.5881632653061224,0.7212212212212211,0.5145872492847654
1996,10,250,5000.0,0.0005,0.004448782831127585,1,12319764.515391326,0.9293375394321767,0.6012244897959184,0.7301115241635687,0.5071039639529772
1996,10,250,5000.0,0.0005,0.00419870708444391,1,12319866.952125633,0.9262446220036877,0.6151020408163266,0.7392690703948982,0.5095405629176336
1996,10,250,5000.0,0.0005,0.003962688638701479,1,12320102.237282634,0.9220623501199041,0.6277551020408163,0.7469645458960661,0.5133547417470254
1996,10,250,5000.0,0.0005,0.0037399373024787977,1,12320196.502756273,0.9197422378441711,0.6408163265306123,0.7553524176088526,0.5127116867496322
1996,10,250,5000.0,0.0005,0.00352970730273065,1,12320471.703217274,0.9139908256880734,0.6506122448979592,0.7601335240820221,0.5154228234818826
1996,10,250,5000.0,0.0005,0.0033312947879346735,1,12320738.77796671,0.9086322869955157,0.6616326530612245,0.7657061880018894,0.5095750465833893
1996,10,250,5000.0,0.0005,0.0031440354715915,1,12321208.739180295,0.9057734204793029,0.6787755102040817,0.7760149323378442,0.5208728438980567
1996,10,250,5000.0,0.0005,0.0029673024081888696,1,12321449.643236684,0.9022031166039763,0.6853061224489796,0.7789376014845744,0.5205474295847429
1996,10,250,5000.0,0.0005,0.002800503894183631,1,12322017.600663075,0.8985811875985287,0.6979591836734694,0.7856650585802895,0.5096047416174163
1996,10,250,5000.0,0.0005,0.0026430814869741054,1,12322360.85417712,0.8949818934299018,0.7061224489795919,0.7894136436230893,0.5235474486175614
1996,10,250,5000.0,0.0005,0.0024945081352303164,1,12322732.137038177,0.8939316675165732,0.7155102040816327,0.7948311040580367,0.5137919474858791
1996,10,250,5000.0,0.0005,0.0023542864143224177,1,12323127.291295568,0.8906801007556675,0.7216326530612245,0.7972942502818489,0.5145858763988751
1996,10,250,5000.0,0.0005,0.002221946860939524,1,12323722.542241331,0.8871287128712871,0.7314285714285714,0.8017897091722596,0.5160753411667732
