T,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, BIC,runtime(s), total edges(directed)
10,200,2000,10.8436596868961,0.001,0,NA,NA,-4800096.77403318,0.798000000000002,0
10,200,2000,9.88495904662559,0.001,0,NA,NA,-4800096.77403318,0.817,0
10,200,2000,9.01101825166502,0.001,0,NA,NA,-4800096.77403318,0.802999999999997,0
10,200,2000,8.21434358491943,0.001,0,NA,NA,-4800096.77403318,0.792999999999999,0
10,200,2000,7.48810385759002,0.001,0,NA,NA,-4800096.77403318,0.808999999999997,0
10,200,2000,6.82607183427239,0.001,0,NA,NA,-4800096.77403318,0.795999999999999,0
10,200,2000,6.22257083673023,0.001,0,NA,NA,-4800096.77403318,0.805,0
10,200,2000,5.67242606849198,0.001,0,NA,NA,-4800096.77403318,0.856999999999999,0
10,200,2000,5.17092024289676,0.001,0,NA,NA,-4800096.77403318,0.794000000000004,0
10,200,2000,4.71375313411672,0.001,0,NA,NA,-4800096.77403318,0.801000000000002,0
10,200,2000,4.29700470432084,0.001,0,NA,NA,-4800096.77403318,0.795999999999999,0
10,200,2000,3.91710149080926,0.001,0,NA,NA,-4800096.77403318,0.798999999999999,0
10,200,2000,3.57078596490046,0.001,0,NA,NA,-4800096.77403318,0.794999999999995,0
10,200,2000,3.25508859983506,0.001,0,NA,NA,-4800096.77403318,0.802999999999997,0
