rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1338,10,2000,1.000000e-04,1.000000e-04,1.000000e+00,810596777.859,0.819,0.091,0.165,93.148,0.906,27.997 
1338,10,2000,5.000000e-04,1.000000e-04,1.000000e+00,801506066.712,0.341,0.918,0.496,93.148,0.907,22.015 
1338,10,2000,1.000000e-03,1.000000e-04,1.000000e+00,805723936.802,0.116,0.960,0.206,93.148,0.908,21.632 
1338,10,2000,5.000000e-03,1.000000e-04,1.000000e+00,808118112.121,0.000,NaN,NaN,93.148,0.908,22.517 
1338,10,2000,1.000000e-04,2.000000e-04,1.000000e+00,808511168.982,0.817,0.100,0.179,93.160,0.907,24.904 
1338,10,2000,5.000000e-04,2.000000e-04,1.000000e+00,800663302.062,0.337,0.918,0.493,93.160,0.908,22.584 
1338,10,2000,1.000000e-03,2.000000e-04,1.000000e+00,804811995.513,0.111,0.962,0.199,93.160,0.909,20.990 
1338,10,2000,5.000000e-03,2.000000e-04,1.000000e+00,807107629.550,0.000,NaN,NaN,93.160,0.909,22.052 
1338,10,2000,1.000000e-04,5.000000e-04,1.000000e+00,803158939.633,0.814,0.139,0.237,93.191,0.909,23.127 
1338,10,2000,5.000000e-04,5.000000e-04,1.000000e+00,798855330.912,0.325,0.918,0.479,93.191,0.910,21.711 
1338,10,2000,1.000000e-03,5.000000e-04,1.000000e+00,802846171.598,0.103,0.962,0.186,93.191,0.911,20.980 
1338,10,2000,5.000000e-03,5.000000e-04,1.000000e+00,804906623.863,0.000,NaN,NaN,93.191,0.911,22.180 
1338,10,2000,1.000000e-04,1.000000e-03,1.000000e+00,796772724.025,0.801,0.290,0.426,93.228,0.911,23.122 
1338,10,2000,5.000000e-04,1.000000e-03,1.000000e+00,797305978.164,0.313,0.920,0.467,93.228,0.912,21.035 
1338,10,2000,1.000000e-03,1.000000e-03,1.000000e+00,801096782.223,0.093,0.961,0.170,93.228,0.913,20.286 
1338,10,2000,5.000000e-03,1.000000e-03,1.000000e+00,802901114.722,0.000,NaN,NaN,93.228,0.913,21.433 
1338,10,2000,1.000000e-04,1.000000e-02,1.000000e+00,794251476.044,0.641,0.604,0.622,93.384,0.917,29.531 
1338,10,2000,5.000000e-04,1.000000e-02,1.000000e+00,797124764.541,0.212,0.924,0.344,93.384,0.917,25.668 
1338,10,2000,1.000000e-03,1.000000e-02,1.000000e+00,799823271.726,0.049,0.968,0.094,93.384,0.918,23.654 
1338,10,2000,5.000000e-03,1.000000e-02,1.000000e+00,800503455.981,0.000,NaN,NaN,93.384,0.918,24.512 
