rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1338,1,2000,1.000000e-04,1.000000e-04,1.000000e+00,-Inf,0.995,0.001,0.002,86.462,1.179,30.855 
1338,1,2000,5.000000e-04,1.000000e-04,1.000000e+00,-Inf,0.970,0.001,0.003,86.462,1.121,27.653 
1338,1,2000,1.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.936,0.002,0.004,86.462,1.071,27.551 
1338,1,2000,5.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.666,0.140,0.189,86.462,0.992,26.439 
1338,1,2000,1.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.992,0.001,0.002,88.812,0.890,27.211 
1338,1,2000,5.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.946,0.002,0.004,88.812,0.863,26.251 
1338,1,2000,1.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.889,0.005,0.010,88.812,0.852,26.645 
1338,1,2000,5.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.529,0.939,0.676,88.812,0.849,24.521 
1338,1,2000,1.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.985,0.001,0.002,90.880,0.824,26.754 
1338,1,2000,5.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.901,0.004,0.008,90.880,0.818,25.534 
1338,1,2000,1.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.805,0.064,0.119,90.880,0.818,24.860 
1338,1,2000,5.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.350,0.977,0.515,90.880,0.821,24.983 
1338,1,2000,1.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.981,0.001,0.003,91.904,0.843,27.272 
1338,1,2000,5.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.849,0.013,0.026,91.904,0.842,25.719 
1338,1,2000,1.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.710,0.576,0.636,91.904,0.842,24.102 
1338,1,2000,5.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.226,0.978,0.367,91.904,0.845,24.590 
1338,1,2000,1.000000e-04,1.000000e-02,1.000000e+00,601407492.798,0.846,0.002,0.005,93.393,0.917,30.607 
1338,1,2000,5.000000e-04,1.000000e-02,1.000000e+00,91173422.341,0.467,0.060,0.106,93.393,0.917,23.594 
1338,1,2000,1.000000e-03,1.000000e-02,1.000000e+00,80077083.379,0.294,0.886,0.442,93.393,0.918,24.296 
1338,1,2000,5.000000e-03,1.000000e-02,1.000000e+00,80045817.621,0.001,0.967,0.003,93.393,0.918,23.865 
