rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1338,20,2000,1.000000e-04,1.000000e-04,1.000000e+00,1756582854.515,0.736,0.007,0.014,93.211,0.910,22.473 
1338,20,2000,5.000000e-04,1.000000e-04,1.000000e+00,1598643337.098,0.201,0.942,0.331,93.211,0.912,21.389 
1338,20,2000,1.000000e-03,1.000000e-04,1.000000e+00,1605908367.214,0.030,0.978,0.058,93.211,0.912,20.896 
1338,20,2000,5.000000e-03,1.000000e-04,1.000000e+00,1606827360.160,0.000,NaN,NaN,93.211,0.912,21.098 
1338,20,2000,1.000000e-04,2.000000e-04,1.000000e+00,1746965168.362,0.734,0.007,0.015,93.219,0.911,21.354 
1338,20,2000,5.000000e-04,2.000000e-04,1.000000e+00,1598053218.424,0.200,0.942,0.330,93.219,0.912,20.695 
1338,20,2000,1.000000e-03,2.000000e-04,1.000000e+00,1605195874.802,0.028,0.976,0.055,93.219,0.913,21.163 
1338,20,2000,5.000000e-03,2.000000e-04,1.000000e+00,1606066803.458,0.000,NaN,NaN,93.219,0.913,21.242 
1338,20,2000,1.000000e-04,5.000000e-04,1.000000e+00,1701053803.306,0.732,0.010,0.020,93.237,0.912,19.766 
1338,20,2000,5.000000e-04,5.000000e-04,1.000000e+00,1596829333.159,0.192,0.941,0.319,93.237,0.913,20.352 
1338,20,2000,1.000000e-03,5.000000e-04,1.000000e+00,1603693187.055,0.026,0.977,0.051,93.237,0.914,20.572 
1338,20,2000,5.000000e-03,5.000000e-04,1.000000e+00,1604449436.249,0.000,NaN,NaN,93.237,0.914,22.078 
1338,20,2000,1.000000e-04,1.000000e-03,1.000000e+00,1622169496.262,0.726,0.031,0.059,93.258,0.913,19.812 
1338,20,2000,5.000000e-04,1.000000e-03,1.000000e+00,1595878038.216,0.183,0.939,0.306,93.258,0.914,20.220 
1338,20,2000,1.000000e-03,1.000000e-03,1.000000e+00,1602401763.122,0.023,0.977,0.044,93.258,0.915,20.292 
1338,20,2000,5.000000e-03,1.000000e-03,1.000000e+00,1603043976.305,0.000,NaN,NaN,93.258,0.915,20.787 
1338,20,2000,1.000000e-04,1.000000e-02,1.000000e+00,1587526839.856,0.571,0.538,0.554,93.383,0.917,27.263 
1338,20,2000,5.000000e-04,1.000000e-02,1.000000e+00,1596784327.241,0.126,0.942,0.222,93.383,0.918,25.438 
1338,20,2000,1.000000e-03,1.000000e-02,1.000000e+00,1600850824.532,0.007,0.979,0.015,93.383,0.918,25.163 
1338,20,2000,5.000000e-03,1.000000e-02,1.000000e+00,1600999740.946,0.000,NaN,NaN,93.383,0.918,23.364 
