rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1338,5.000000e-01,2000,1.000000e-04,1.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,3879.130,2237.751,36.461 
1338,5.000000e-01,2000,5.000000e-04,1.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,3879.128,2237.664,34.538 
1338,5.000000e-01,2000,1.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,3879.126,2237.555,34.312 
1338,5.000000e-01,2000,5.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.995,0.001,0.002,3879.109,2236.685,34.229 
1338,5.000000e-01,2000,1.000000e-04,2.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,706.121,402.900,33.814 
1338,5.000000e-01,2000,5.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,706.117,402.815,33.081 
1338,5.000000e-01,2000,1.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.998,0.001,0.002,706.112,402.709,33.483 
1338,5.000000e-01,2000,5.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.989,0.001,0.002,706.068,401.861,33.456 
1338,5.000000e-01,2000,1.000000e-04,5.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,599.782,338.028,34.238 
1338,5.000000e-01,2000,5.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.998,0.001,0.002,599.781,337.944,34.007 
1338,5.000000e-01,2000,1.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.996,0.001,0.002,599.780,337.840,34.094 
1338,5.000000e-01,2000,5.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.976,0.001,0.002,599.771,337.008,33.864 
1338,5.000000e-01,2000,1.000000e-04,1.000000e-03,1.000000e+00,-Inf,1.000,0.001,0.002,165.615,68.454,31.987 
1338,5.000000e-01,2000,5.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.995,0.001,0.002,165.615,68.370,33.262 
1338,5.000000e-01,2000,1.000000e-04,1.000000e-02,1.000000e+00,730303474.854,0.896,0.002,0.004,93.377,0.916,31.834 
1338,5.000000e-01,2000,5.000000e-04,1.000000e-02,1.000000e+00,40882911.946,0.516,0.653,0.576,93.377,0.916,19.896 
1338,5.000000e-01,2000,1.000000e-03,1.000000e-02,1.000000e+00,40374736.738,0.348,0.859,0.495,93.377,0.917,19.428 
1338,5.000000e-01,2000,5.000000e-03,1.000000e-02,1.000000e+00,40058291.810,0.018,0.968,0.035,93.377,0.917,19.223 
