rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1338,25,2000,1.000000e-04,1.000000e-04,1.000000e+00,2160508065.516,0.709,0.007,0.013,93.221,0.911,23.604 
1338,25,2000,5.000000e-04,1.000000e-04,1.000000e+00,1998618839.124,0.164,0.944,0.280,93.221,0.913,22.970 
1338,25,2000,1.000000e-03,1.000000e-04,1.000000e+00,2006462870.433,0.014,0.979,0.029,93.221,0.913,22.882 
1338,25,2000,5.000000e-03,1.000000e-04,1.000000e+00,2006922634.691,0.000,NaN,NaN,93.221,0.913,23.789 
1338,25,2000,1.000000e-04,2.000000e-04,1.000000e+00,2146561328.006,0.707,0.007,0.014,93.227,0.911,23.043 
1338,25,2000,5.000000e-04,2.000000e-04,1.000000e+00,1998056251.422,0.161,0.944,0.274,93.227,0.913,23.522 
1338,25,2000,1.000000e-03,2.000000e-04,1.000000e+00,2005763768.819,0.013,0.983,0.026,93.227,0.913,23.373 
1338,25,2000,5.000000e-03,2.000000e-04,1.000000e+00,2006196737.641,0.000,NaN,NaN,93.227,0.913,23.984 
1338,25,2000,1.000000e-04,5.000000e-04,1.000000e+00,2089510751.497,0.705,0.011,0.021,93.243,0.912,23.589 
1338,25,2000,5.000000e-04,5.000000e-04,1.000000e+00,1996922704.727,0.157,0.945,0.269,93.243,0.914,23.543 
1338,25,2000,1.000000e-03,5.000000e-04,1.000000e+00,2004298378.191,0.012,0.978,0.023,93.243,0.914,23.478 
1338,25,2000,5.000000e-03,5.000000e-04,1.000000e+00,2004670164.188,0.000,NaN,NaN,93.243,0.914,23.942 
1338,25,2000,1.000000e-04,1.000000e-03,1.000000e+00,2008962647.809,0.696,0.039,0.074,93.260,0.913,23.277 
1338,25,2000,5.000000e-04,1.000000e-03,1.000000e+00,1996078270.807,0.150,0.944,0.259,93.260,0.915,23.454 
1338,25,2000,1.000000e-03,1.000000e-03,1.000000e+00,2003067410.678,0.011,0.975,0.022,93.260,0.915,23.358 
1338,25,2000,5.000000e-03,1.000000e-03,1.000000e+00,2003370236.339,0.000,NaN,NaN,93.260,0.915,23.835 
1338,25,2000,1.000000e-04,1.000000e-02,1.000000e+00,1984355618.359,0.543,0.525,0.534,93.382,0.917,26.797 
1338,25,2000,5.000000e-04,1.000000e-02,1.000000e+00,1997117360.165,0.098,0.944,0.177,93.382,0.918,25.712 
1338,25,2000,1.000000e-03,1.000000e-02,1.000000e+00,2001191296.253,0.002,0.975,0.004,93.382,0.918,25.499 
1338,25,2000,5.000000e-03,1.000000e-02,1.000000e+00,2001253679.465,0.000,NaN,NaN,93.382,0.918,25.338 
