rd_seed,L,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, max Error, norm Error, BIC,runtime
1997,10,250,5000,1000,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.577
1997,10,250,5000,890.735463861044,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.152
1997,10,250,5000,793.409666579749,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.187
1997,10,250,5000,706.718127392749,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.16
1997,10,250,5000,629.498899022189,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.198
1997,10,250,5000,560.716993820546,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.103
1997,10,250,5000,499.450511585514,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.189
1997,10,250,5000,444.878283112759,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.174
1997,10,250,5000,396.268863870148,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.133
1997,10,250,5000,352.970730273065,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.155
1997,10,250,5000,314.40354715915,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.194
1997,10,250,5000,280.050389418363,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.139
1997,10,250,5000,249.450813523032,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.116
1997,10,250,5000,222.194686093952,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.171
1997,10,250,5000,197.916686785356,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.133
1997,10,250,5000,176.291411809595,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.194
1997,10,250,5000,157.029012472938,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.14700000000001
1997,10,250,5000,139.871310264724,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.12
1997,10,250,5000,124.588336429501,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.16200000000001
1997,10,250,5000,110.975249641207,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.14100000000001
1997,10,250,5000,98.8495904662558,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.18900000000001
1997,10,250,5000,88.0488358164346,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.12700000000001
1997,10,250,5000,78.4282206133768,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.083
1997,10,250,5000,69.8587974678525,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.126
1997,10,250,5000,62.2257083673023,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.116
1997,10,250,5000,55.426645206631,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.13200000000001
1997,10,250,5000,49.37047852839,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.169
1997,10,250,5000,43.9760360930272,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.129
1997,10,250,5000,39.1710149080926,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.11
1997,10,250,5000,34.8910121340677,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.11799999999999
1997,10,250,5000,31.0786618778201,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.151
1997,10,250,5000,27.6828663039207,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.17899999999999
1997,10,250,5000,24.658110758226,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.13400000000001
1997,10,250,5000,21.9638537241655,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.11600000000001
1997,10,250,5000,19.5639834351706,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.126
1997,10,250,5000,17.4263338600965,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.179
1997,10,250,5000,15.5222535742705,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.136
1997,10,250,5000,13.8262217376466,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.137
1997,10,250,5000,12.3155060329283,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.11099999999999
1997,10,250,5000,10.9698579789238,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.12899999999999
1997,10,250,5000,9.77124153534649,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.13999999999999
1997,10,250,5000,8.70359136148516,0.001,0,NA,NA,0.385738645854353,0.213691819160076,12493704.6727792,2.13999999999999
