rd_seed,L,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, max Error, norm Error, BIC (last pop),runtime
"1994","10","250","5000","0.0224754472449749","NA","0.999579782310462","0.100368124420295","0.182319849799437","1","1.00108007435738","NA","15.855"
"1994","10","250","5000","0.1","NA","0.999466237708265","0.100369047126508","0.182319294542549","1","1.00042725406007","NA","28.614"
"1994","10","250","5000","0.01","NA","0.999430636839543","0.100358152308695","0.182300613774982","1","1.00176413779592","NA","55.242"
"1994","10","250","5000","0.001","NA","0.99941264210311","0.100356853024639","0.182298373871511","1","1.00300814267121","NA","96.055"
"1994","10","250","5000","1e-04","NA","0.99941962289309","0.100359143042892","0.182302260026092","1","1.00303373756908","NA","138.603"
"1994","10","250","5000","1e-05","NA","0.99941962289309","0.100358217665635","0.18230072027205","1","1.00303406892575","NA","185.475"
