T,p,N,Lamb1,Lamb2,Recall_1,Precision_1,F1 score-1,Recall_2,Precision_2,F1 score-2,Recall_3,Precision_3,F1 score-3,Recall_avg,Precision_avg,F1 score-avg, BIC,runtime(s), total edges(directed)
3,65,1000,100,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.119,0
3,65,1000,91.1588829975082,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.05,0
3,65,1000,83.099419493534,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.122,0
3,65,1000,75.7525025877191,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.048,0
3,65,1000,69.0551352016233,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.0489999999999999,0
3,65,1000,62.9498899022189,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.0469999999999999,0
3,65,1000,57.384416483024,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.048,0
3,65,1000,52.3109930805626,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.048,0
3,65,1000,47.6861169771447,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.0469999999999999,0
3,65,1000,43.4701315812502,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.046,0
3,65,1000,39.6268863870148,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.0470000000000002,0
3,65,1000,36.1234269970943,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.0529999999999999,0
3,65,1000,32.9297125509715,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.0609999999999999,0
3,65,1000,30.0183581357559,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.0430000000000001,0
3,65,1000,27.3643999707467,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.048,0
3,65,1000,24.9450813523032,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.0489999999999999,0
3,65,1000,22.7396575235793,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-321278.648337954,0.0419999999999998,0
