T,p,N,Lamb1,Lamb2,Recall_1,Precision_1,F1 score-1,Recall_2,Precision_2,F1 score-2,Recall_3,Precision_3,F1 score-3,Recall_avg,Precision_avg,F1 score-avg, BIC,runtime(s), total edges(directed)
3,65,2000,100,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.155,0
3,65,2000,91.1588829975082,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0699999999999998,0
3,65,2000,83.099419493534,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0609999999999999,0
3,65,2000,75.7525025877191,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0610000000000002,0
3,65,2000,69.0551352016233,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.071,0
3,65,2000,62.9498899022189,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0769999999999997,0
3,65,2000,57.384416483024,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0609999999999999,0
3,65,2000,52.3109930805626,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0699999999999998,0
3,65,2000,47.6861169771447,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0639999999999996,0
3,65,2000,43.4701315812502,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0649999999999999,0
3,65,2000,39.6268863870148,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0710000000000002,0
3,65,2000,36.1234269970943,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0709999999999997,0
3,65,2000,32.9297125509715,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0670000000000002,0
3,65,2000,30.0183581357559,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0670000000000002,0
3,65,2000,27.3643999707467,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.069,0
3,65,2000,24.9450813523032,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0700000000000003,0
3,65,2000,22.7396575235793,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.117,0
3,65,2000,20.7292177959537,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0590000000000002,0
3,65,2000,18.8965233969121,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0589999999999997,0
3,65,2000,17.2258596539879,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0600000000000001,0
3,65,2000,15.7029012472938,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0640000000000001,0
3,65,2000,14.3145893752348,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0580000000000003,0
3,65,2000,13.049019780144,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0629999999999997,0
3,65,2000,11.8953406737032,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0660000000000003,0
3,65,2000,10.8436596868961,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0619999999999998,0
3,65,2000,9.88495904662559,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0579999999999998,0
3,65,2000,9.01101825166502,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0620000000000003,0
3,65,2000,8.21434358491943,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0619999999999998,0
3,65,2000,7.48810385759002,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0640000000000001,0
3,65,2000,6.82607183427239,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0600000000000001,0
3,65,2000,6.22257083673023,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0629999999999997,0
3,65,2000,5.67242606849198,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0579999999999998,0
3,65,2000,5.17092024289676,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0620000000000003,0
3,65,2000,4.71375313411672,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0640000000000001,0
3,65,2000,4.29700470432084,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0649999999999995,0
3,65,2000,3.91710149080926,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0569999999999995,0
3,65,2000,3.57078596490046,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0599999999999996,0
3,65,2000,3.25508859983506,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.104,0
3,65,2000,2.96730240818887,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0590000000000002,0
3,65,2000,2.70495973046313,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0589999999999993,0
3,65,2000,2.4658110758226,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0620000000000003,0
3,65,2000,2.24780583354873,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0640000000000001,0
3,65,2000,2.04907468981585,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0679999999999996,0
3,65,2000,1.86791359902078,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0569999999999995,0
3,65,2000,1.7027691722259,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0579999999999998,0
3,65,2000,1.55222535742705,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0609999999999999,0
3,65,2000,1.41499129743458,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0640000000000001,0
3,65,2000,1.28989026125331,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0609999999999999,0
3,65,2000,1.17584955405216,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0610000000000008,0
3,65,2000,1.07189131920513,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0840000000000005,0
3,65,2000,0.97712415353465,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0670000000000002,0
3,65,2000,0.890735463861044,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0620000000000003,0
3,65,2000,0.811984499318401,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0629999999999997,0
3,65,2000,0.740195999691564,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0650000000000004,0
3,65,2000,0.674754405311069,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0650000000000004,0
3,65,2000,0.61509857885805,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.0629999999999997,0
3,65,2000,0.560716993820546,0.001,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-636957.160590376,0.109999999999999,0
