T,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, BIC,runtime(s), total edges(directed)
8,65,2000,100,0.001,0,NA,NA,-1210454.93516734,0.272,0
8,65,2000,91.1588829975082,0.001,0,NA,NA,-1210454.93516734,0.239,0
8,65,2000,83.099419493534,0.001,0,NA,NA,-1210454.93516734,0.16,0
8,65,2000,75.7525025877191,0.001,0,NA,NA,-1210454.93516734,0.211,0
8,65,2000,69.0551352016233,0.001,0,NA,NA,-1210454.93516734,0.146,0
8,65,2000,62.9498899022189,0.001,0,NA,NA,-1210454.93516734,0.159,0
8,65,2000,57.384416483024,0.001,0,NA,NA,-1210454.93516734,0.199,0
8,65,2000,52.3109930805626,0.001,0,NA,NA,-1210454.93516734,0.157,0
8,65,2000,47.6861169771447,0.001,0,NA,NA,-1210454.93516734,0.162999999999999,0
8,65,2000,43.4701315812502,0.001,0,NA,NA,-1210454.93516734,0.198,0
8,65,2000,39.6268863870148,0.001,0,NA,NA,-1210454.93516734,0.149,0
8,65,2000,36.1234269970943,0.001,0,NA,NA,-1210454.93516734,0.192,0
8,65,2000,32.9297125509715,0.001,0,NA,NA,-1210454.93516734,0.156,0
8,65,2000,30.0183581357559,0.001,0,NA,NA,-1210454.93516734,0.164,0
8,65,2000,27.3643999707467,0.001,0,NA,NA,-1210454.93516734,0.199,0
8,65,2000,24.9450813523032,0.001,0,NA,NA,-1210454.93516734,0.149,0
8,65,2000,22.7396575235793,0.001,0,NA,NA,-1210454.93516734,0.184,0
8,65,2000,20.7292177959537,0.001,0,NA,NA,-1210454.93516734,0.215,0
8,65,2000,18.8965233969121,0.001,0,NA,NA,-1210454.93516734,0.165999999999999,0
8,65,2000,17.2258596539879,0.001,0,NA,NA,-1210454.93516734,0.192,0
8,65,2000,15.7029012472938,0.001,0,NA,NA,-1210454.93516734,0.149999999999999,0
8,65,2000,14.3145893752348,0.001,0,NA,NA,-1210454.93516734,0.157,0
8,65,2000,13.049019780144,0.001,0,NA,NA,-1210454.93516734,0.2,0
8,65,2000,11.8953406737032,0.001,0,NA,NA,-1210454.93516734,0.156,0
8,65,2000,10.8436596868961,0.001,0,NA,NA,-1210454.93516734,0.154999999999999,0
8,65,2000,9.88495904662559,0.001,0,NA,NA,-1210454.93516734,0.198,0
8,65,2000,9.01101825166502,0.001,0,NA,NA,-1210454.93516734,0.157,0
8,65,2000,8.21434358491943,0.001,0,NA,NA,-1210454.93516734,0.196,0
8,65,2000,7.48810385759002,0.001,0,NA,NA,-1210454.93516734,0.182,0
8,65,2000,6.82607183427239,0.001,0,NA,NA,-1210454.93516734,0.174000000000001,0
8,65,2000,6.22257083673023,0.001,0,NA,NA,-1210454.93516734,0.206,0
8,65,2000,5.67242606849198,0.001,0,NA,NA,-1210454.93516734,0.151999999999999,0
8,65,2000,5.17092024289676,0.001,0,NA,NA,-1210454.93516734,0.161999999999999,0
8,65,2000,4.71375313411672,0.001,0,NA,NA,-1210454.93516734,0.199999999999999,0
8,65,2000,4.29700470432084,0.001,0,NA,NA,-1210454.93516734,0.158999999999999,0
8,65,2000,3.91710149080926,0.001,0,NA,NA,-1210454.93516734,0.190999999999999,0
8,65,2000,3.57078596490046,0.001,0,NA,NA,-1210454.93516734,0.159000000000001,0
8,65,2000,3.25508859983506,0.001,0,NA,NA,-1210454.93516734,0.16,0
8,65,2000,2.96730240818887,0.001,0,NA,NA,-1210454.93516734,0.156000000000001,0
8,65,2000,2.70495973046313,0.001,0,NA,NA,-1210454.93516734,0.161,0
8,65,2000,2.4658110758226,0.001,0,NA,NA,-1210454.93516734,0.199,0
8,65,2000,2.24780583354873,0.001,0,NA,NA,-1210454.93516734,0.161999999999999,0
8,65,2000,2.04907468981585,0.001,0,NA,NA,-1210454.93516734,0.165999999999999,0
8,65,2000,1.86791359902078,0.001,0,NA,NA,-1210454.93516734,0.193,0
8,65,2000,1.7027691722259,0.001,0,NA,NA,-1210454.93516734,0.186000000000002,0
8,65,2000,1.55222535742705,0.001,0,NA,NA,-1210454.93516734,0.164,0
8,65,2000,1.41499129743458,0.001,0,NA,NA,-1210454.93516734,0.209000000000001,0
8,65,2000,1.28989026125331,0.001,0,NA,NA,-1210454.93516734,0.162000000000001,0
8,65,2000,1.17584955405216,0.001,0,NA,NA,-1210454.93516734,0.16,0
8,65,2000,1.07189131920513,0.001,0,NA,NA,-1210454.93516734,0.199,0
8,65,2000,0.97712415353465,0.001,0,NA,NA,-1210454.93516734,0.15,0
8,65,2000,0.890735463861044,0.001,0,NA,NA,-1210454.93516734,0.193,0
8,65,2000,0.811984499318401,0.001,0,NA,NA,-1210454.93516734,0.155000000000001,0
8,65,2000,0.740195999691564,0.001,0,NA,NA,-1210454.93516734,0.163,0
8,65,2000,0.674754405311069,0.001,0,NA,NA,-1210454.93516734,0.198,0
8,65,2000,0.61509857885805,0.001,0,NA,NA,-1210454.93516734,0.156000000000001,0
8,65,2000,0.560716993820546,0.001,0,NA,NA,-1210454.93516734,0.197999999999999,0
8,65,2000,0.511143348344017,0.001,0,NA,NA,-1210454.93516734,0.157,0
8,65,2000,0.465952566866468,0.001,0,NA,NA,-1210454.93516734,0.161,0
8,65,2000,0.42475715525369,0.001,0,NA,NA,-1210454.93516734,0.193999999999999,0
8,65,2000,0.387203878181255,0.001,0,NA,NA,-1210454.93516734,0.16,0
8,65,2000,0.352970730273065,0.001,0,NA,NA,-1210454.93516734,0.149999999999999,0
8,65,2000,0.321764175025074,0.001,0,NA,NA,-1210454.93516734,0.163,0
8,65,2000,0.293316627839005,0.001,0,NA,NA,-1210454.93516734,0.199999999999999,0
8,65,2000,0.267384161583995,0.001,0,NA,NA,-1210454.93516734,0.157,0
8,65,2000,0.243744415012222,0.001,0,NA,NA,-1210454.93516734,0.200000000000003,0
8,65,2000,0.222194686093952,0.001,0,NA,NA,-1210454.93516734,0.205000000000002,0
8,65,2000,0.202550193923067,0.001,0,NA,NA,-1210454.93516734,0.162000000000003,0
8,65,2000,0.184642494289554,0.001,0,NA,NA,-1210454.93516734,0.158999999999999,0
8,65,2000,0.168318035333096,0.001,0,NA,NA,-1210454.93516734,0.200000000000003,0
8,65,2000,0.153436840893001,0.001,0,NA,NA,-1210454.93516734,0.149000000000001,0
8,65,2000,0.139871310264724,0.001,0,NA,NA,-1210454.93516734,0.147000000000002,0
8,65,2000,0.127505124071301,0.001,0,NA,NA,-1210454.93516734,0.161000000000001,0
8,65,2000,0.116232246867985,0.001,0,NA,NA,-1210454.93516734,0.199999999999999,0
8,65,2000,0.105956017927762,0.001,0,NA,NA,-1210454.93516734,0.157,0
8,65,2000,0.096588322411587,0.001,0,NA,NA,-1210454.93516734,0.195,0
8,65,2000,0.0880488358164346,0.001,0,NA,NA,-1210454.93516734,0.157,0
8,65,2000,0.0802643352225717,0.001,0,NA,NA,-1210454.93516734,0.198999999999998,0
8,65,2000,0.0731680714342719,0.001,0,NA,NA,-1210454.93516734,0.148999999999997,0
8,65,2000,0.0666991966303012,0.001,0,NA,NA,-1210454.93516734,0.165000000000003,0
8,65,2000,0.0608022426164942,0.001,0,NA,NA,-1210454.93516734,0.198,0
8,65,2000,0.0554266452066311,0.001,0.00239234449760766,1,0.00477326968973747,-1209657.50566501,3.089,1
8,65,2000,0.0505263106533568,0.001,0.00956937799043062,1,0.018957345971564,-1207045.01967342,5.607,4
8,65,2000,0.046059220411451,0.001,0.0263157894736842,1,0.0512820512820513,-1201319.84339977,8.172,11
8,65,2000,0.0419870708444391,0.001,0.0358851674641148,0.789473684210526,0.068649885583524,-1193809.73844755,7.034,19
8,65,2000,0.0382749447851631,0.001,0.0550239234449761,0.741935483870968,0.102449888641425,-1180284.08978527,4.749,31
8,65,2000,0.0348910121340677,0.001,0.0933014354066986,0.709090909090909,0.164904862579281,-1156518.66186765,4.986,55
8,65,2000,0.0318062569279412,0.001,0.15311004784689,0.711111111111111,0.251968503937008,-1122775.15842912,4.893,90
8,65,2000,0.0289942285388288,0.001,0.220095693779904,0.691729323308271,0.333938294010889,-1094782.57604541,4.974,133
8,65,2000,0.0264308148697411,0.001,0.253588516746411,0.623529411764706,0.360544217687075,-1071063.39664521,5.714,170
8,65,2000,0.0240940356023952,0.001,0.27511961722488,0.527522935779816,0.361635220125786,-1044349.65846132,6.12899999999999,218
8,65,2000,0.0219638537241655,0.001,0.311004784688995,0.456140350877193,0.369843527738265,-1014119.52196874,6.13200000000001,285
8,65,2000,0.0200220037181558,0.001,0.327751196172249,0.401759530791789,0.361001317523057,-983873.992738067,6.152,341
8,65,2000,0.0182518349431904,0.001,0.363636363636364,0.343115124153499,0.353077816492451,-936761.948001027,6.04899999999999,443
8,65,2000,0.0166381688607613,0.001,0.421052631578947,0.305555555555556,0.354124748490946,-883781.605603007,6.28699999999999,576
8,65,2000,0.0151671688847092,0.001,0.449760765550239,0.281437125748503,0.34622467771639,-833762.048051028,6.22799999999999,668
8,65,2000,0.0138262217376466,0.001,0.471291866028708,0.24748743718593,0.324546952224053,-777064.247900336,6.16699999999999,796
8,65,2000,0.0126038292967973,0.001,0.511961722488038,0.219037871033777,0.306810035842294,-711791.331315539,5.995,977
8,65,2000,0.0114895100018731,0.001,0.533492822966507,0.194420226678291,0.284984025559105,-647828.336122522,5.947,1147
8,65,2000,0.0104737089795945,0.001,0.547846889952153,0.173484848484848,0.263521288837745,-581942.895018005,5.99299999999999,1320
8,65,2000,0.00954771611420807,0.001,0.559808612440191,0.158751696065129,0.247357293868922,-519471.225488263,5.96699999999998,1474
8,65,2000,0.00870359136148517,0.001,0.578947368421053,0.145520144317498,0.232580490148967,-445441.141498612,6.04500000000002,1663
8,65,2000,0.00793409666579749,0.001,0.586124401913876,0.132218024824609,0.215763980625275,-374848.543693726,6.048,1853
8,65,2000,0.00723263389648353,0.001,0.610047846889952,0.124329595319356,0.206561360874848,-304214.851536358,6.02199999999999,2051
8,65,2000,0.00659318827133354,0.001,0.62200956937799,0.117064385411977,0.197044334975369,-235946.067626929,6.048,2221
8,65,2000,0.00601027678207039,0.001,0.633971291866029,0.110416666666667,0.188076650106458,-164960.289485396,6.024,2400
8,65,2000,0.00547890117959395,0.001,0.662679425837321,0.107782101167315,0.185408299866131,-104373.54403806,6.077,2570
8,65,2000,0.00499450511585514,0.001,0.677033492822967,0.103284671532847,0.17922735908803,-35453.2324851508,6.11799999999999,2740
8,65,2000,0.00455293507486695,0.001,0.684210526315789,0.0993055555555555,0.173438447543966,19848.9492206082,6.08000000000001,2880
8,65,2000,0.00415040475785047,0.001,0.698564593301435,0.0966567361800728,0.169816807211399,74378.238016121,6.06800000000001,3021
8,65,2000,0.00378346261713193,0.001,0.705741626794258,0.0932069510268562,0.164666480602847,127061.855785306,5.98000000000002,3165
8,65,2000,0.00344896226040576,0.001,0.717703349282297,0.0904159132007233,0.160599571734475,186729.505119764,5.94900000000001,3318
8,65,2000,0.0031440354715915,0.001,0.732057416267943,0.088209858748919,0.157447903267301,242942.712782951,5.99799999999999,3469
8,65,2000,0.00286606761694825,0.001,0.741626794258373,0.0863269284321916,0.154652032925917,293559.572112203,6.08100000000002,3591
8,65,2000,0.00261267522556333,0.001,0.748803827751196,0.0842530282637954,0.151463827728043,340450.987879467,6.279,3715
8,65,2000,0.00238168555197616,0.001,0.755980861244019,0.0827008636482596,0.149091766926162,382545.252706525,5.99600000000001,3821
8,65,2000,0.00217111794569451,0.001,0.760765550239234,0.0809366250954441,0.146307798481712,424657.638139238,6.01999999999998,3929
8,65,2000,0.00197916686785356,0.001,0.767942583732057,0.0792788342800692,0.143720617864338,472941.245171053,6.01900000000001,4049
8,65,2000,0.00180418640939207,0.001,0.777511961722488,0.078181380803464,0.14207650273224,514013.941854513,6.00799999999998,4157
8,65,2000,0.00164467617799466,0.001,0.787081339712919,0.0775760433859939,0.141232024039493,548678.081250996,6.05199999999999,4241
8,65,2000,0.00149926843278604,0.001,0.794258373205742,0.0766566612791503,0.139818909244051,587369.173156239,6.01599999999996,4331
8,65,2000,0.00136671635646201,0.001,0.80622009569378,0.0762270979416422,0.139284976234759,626070.91269895,6.02500000000003,4421
8,65,2000,0.00124588336429501,0.001,0.827751196172249,0.076650420912716,0.140308191403082,664514.82143024,6.07099999999997,4514
8,65,2000,0.00113573335834311,0.001,0.837320574162679,0.0762693397254304,0.139804274016377,697080.490558306,6.07100000000003,4589
8,65,2000,0.00103532184329566,0.001,0.844497607655502,0.0758650333118418,0.13922303293236,728316.466779246,6.17600000000004,4653
8,65,2000,0.000943787827777537,0.001,0.849282296650718,0.0751322751322751,0.138051720785534,758222.00393033,6.09499999999997,4725
8,65,2000,0.000860346441668451,0.001,0.858851674641148,0.075088893536917,0.138103481438738,783049.839975787,6.077,4781
8,65,2000,0.000784282206133768,0.001,0.868421052631579,0.075,0.138075313807531,805207.953811361,6.048,4840
8,65,2000,0.000714942898659758,0.001,0.873205741626794,0.074642126789366,0.137528259231349,827906.825544394,6.10899999999998,4890
8,65,2000,0.000651733960488242,0.001,0.882775119617225,0.0747720364741641,0.137866616850364,847934.713532585,6.084,4935
8,65,2000,0.000594113398496503,0.001,0.88755980861244,0.074602855419264,0.137636802077537,864755.930035739,6.09999999999997,4973
8,65,2000,0.000541587137807948,0.001,0.88755980861244,0.0740962652286798,0.136774193548387,882651.527122924,6.23899999999998,5007
8,65,2000,0.0004937047852839,0.001,0.904306220095694,0.0748514851485148,0.138258961228969,897071.858867761,6.03899999999999,5050
