rd_seed,Alg,perturb_strength,t,p,n_by_p,Cat,nu_0,mu,gamma,precision,recall,F1,Time,bic,bic_mean
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0005,0.0001,1,0.1486280487804878,0.7459016393442623,0.2478663519157435,36.022244930267334,330455.90474752383,333008.1759819068
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0005,0.0001,1,0.1494700410988535,0.7564313081554461,0.2496161835094374, ,335560.4472162897,
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0005,0.0001,1,0.2681327160493827,0.7595628415300546,0.3963501568291987,11.10716462135315,179518.54676106485,181418.6789205336
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0005,0.0001,1,0.2666034155597723,0.7690202517788725,0.3959419473016768,11.080233335494995,183318.8110800024,
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0005,0.001,1,0.8555555555555555,0.5469945355191257,0.6673333333333332,36.0437445640564,75847.20538147648,78285.34839285474
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0005,0.001,1,0.8587755102040816,0.5758073344280241,0.6893840104849278, ,80723.49140423298,
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0005,0.001,1,0.8001968503937008,0.4442622950819672,0.5713281799016164,11.045834302902222,47309.546818141294,48534.43939576511
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0005,0.001,1,0.7879924953095685,0.4597701149425287,0.5807120636017975,11.044420957565308,49759.33197338892,
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0001,0.0001,1,0.0262929928131416,0.8956284153005465,0.0510862450518966,36.82119560241699,2052339.3730659336,2057164.3537000376
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0001,0.0001,1,0.0263418847162689,0.9014778325123152,0.0511880157262513, ,2061989.3343341416,
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0001,0.0001,1,0.0392834695160276,0.8879781420765027,0.0752384480044448,11.007869005203247,1317655.6088059573,1320300.4227046135
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0001,0.0001,1,0.0394552904314292,0.8960043787629994,0.0755823348800701,11.011489391326904,1322945.2366032698,
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0001,0.001,1,0.2252525252525252,0.7311475409836066,0.3444015444015444,35.793999910354614,251360.23343298453,254053.2596494257
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0001,0.001,1,0.2275459098497496,0.746031746031746,0.3487271331712933, ,256746.28586586687,
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0001,0.001,1,0.6940203562340967,0.5961748633879781,0.6413874191651969,11.028101921081543,72107.44505602348,73775.70522396259
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0001,0.001,1,0.6922141119221411,0.6228790366721402,0.6557188130221838,11.018255949020386,75443.9653919017,
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0005,0.0001,1,0.1486280487804878,0.7459016393442623,0.24786635191574358,36.305208921432495,330455.90474752383,333008.17598190677
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0005,0.0001,1,0.14947004109885356,0.7564313081554461,0.2496161835094374, ,335560.4472162897
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0005,0.0001,1,0.2681327160493827,0.7595628415300546,0.3963501568291987,11.016803741455078,179518.54676106485,181418.6789205336
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0005,0.0001,1,0.2666034155597723,0.7690202517788725,0.3959419473016768,10.937186002731323,183318.81108000234
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0005,0.001,1,0.8555555555555555,0.5469945355191257,0.6673333333333332,35.36431956291199,75847.20538147648,78285.34839285474
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0005,0.001,1,0.8587755102040816,0.5758073344280241,0.6893840104849278, ,80723.49140423298
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0005,0.001,1,0.8001968503937008,0.44426229508196724,0.5713281799016164,10.95257830619812,47309.546818141294,48534.439395765105
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0005,0.001,1,0.7879924953095685,0.45977011494252873,0.5807120636017975,10.8997642993927,49759.331973388915
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0001,0.0001,1,0.026292992813141684,0.8956284153005465,0.05108624505189664,36.28447508811951,2052339.3730659336,2057164.3537000376
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0001,0.0001,1,0.026341884716268953,0.9014778325123153,0.05118801572625134, ,2061989.3343341416
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0001,0.0001,1,0.03928346951602765,0.8879781420765027,0.07523844800444485,10.951021909713745,1317655.6088059573,1320300.4227046135
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0001,0.0001,1,0.03945529043142926,0.8960043787629994,0.07558233488007018,11.0048246383667,1322945.2366032698
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0001,0.001,1,0.22525252525252526,0.7311475409836066,0.3444015444015444,35.90016579627991,251360.23343298453,254053.2596494257
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0001,0.001,1,0.2275459098497496,0.746031746031746,0.34872713317129334, ,256746.28586586687
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0001,0.001,1,0.6940203562340967,0.5961748633879781,0.6413874191651969,11.057824850082397,72107.44505602348,73775.70522396259
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0001,0.001,1,0.6922141119221411,0.6228790366721402,0.6557188130221838,11.02803659439087,75443.9653919017
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0005,0.0002,1,0.23969691369432639,0.7087431693989071,0.35823781245684294,35.28769636154175,212394.64679636335,214187.77015451438
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0005,0.0002,1,0.24345742720235902,0.7230432402846196,0.36426306355990623, ,215980.8935126654
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0005,0.0002,1,0.4405099150141643,0.6797814207650273,0.5345938977223893,10.795701265335083,106152.91381422085,108621.52846177798
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0005,0.0002,1,0.4378818737270876,0.7060755336617406,0.5405405405405406,10.779420614242554,111090.14310933513
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0005,0.0005,1,0.5343793262574988,0.6327868852459017,0.579434575931949,35.04717421531677,108932.88926901709,110908.05953061658
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0005,0.0005,1,0.5412676698586412,0.6496989600437876,0.5905472636815919, ,112883.22979221607
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0005,0.0005,1,0.6936141304347826,0.5579234972677596,0.6184130829800121,10.784034967422485,62952.34033588202,64761.158002201264
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0005,0.0005,1,0.682315112540193,0.5807334428024084,0.6274393849793023,10.696020126342773,66569.9756685205
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0001,0.0002,1,0.036418746699120534,0.8666666666666667,0.06990017408933649,35.852076292037964,1463953.2157719121,1467153.9284225446
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0001,0.0002,1,0.03650990099009901,0.8719211822660099,0.07008513165709761, ,1470354.6410731769
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0001,0.0002,1,0.08104431538743263,0.846448087431694,0.14792532110967865,10.740771293640137,626653.5011854717,631882.9434293578
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0001,0.0002,1,0.07994433276635225,0.8489326765188834,0.146127755794234,10.917190551757812,637112.385673244
1339,Cat_alg,0.5,5,250,20.0,Cat1,0.0001,0.0005,1,0.07933830331392501,0.7967213114754098,0.14430642846538327,35.691540002822876,660445.2721470101,663076.9765100776
1339,Cat_alg,0.5,5,250,20.0,Cat2,0.0001,0.0005,1,0.08023451495575702,0.8089764641488779,0.14598972738048202, ,665708.6808731451
1339,Direct_alg,0.5,5,250,20.0,Cat1,0.0001,0.0005,1,0.3390761548064919,0.7420765027322405,0.4654670094258783,10.804716110229492,151522.20449746965,154138.36686666915
1339,Direct_alg,0.5,5,250,20.0,Cat2,0.0001,0.0005,1,0.33373727581192436,0.7536945812807881,0.46262388711574,10.843601942062378,156754.52923586866
