T,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, BIC,runtime(s), total edges(directed)
1,100,2500,0.0222194686093952,0.001,0.0579483163664839,0.2890625,0.096542726679713,-2299956.16731915,26.064,768
1,100,2500,0.0209704640132323,0.001,0.0644740276690159,0.280363223609535,0.104838709677419,-2197737.73299338,24.996,881
1,100,2500,0.0197916686785356,0.001,0.0707387105194466,0.268316831683168,0.111960338772981,-2091406.15303099,25.367,1010
1,100,2500,0.0186791359902078,0.001,0.0772644218219786,0.251914893617021,0.11825809029165,-1969546.21061871,24.487,1175
1,100,2500,0.0176291411809595,0.001,0.0840511615766119,0.241198501872659,0.124661246612466,-1851764.08552796,24.727,1335
1,100,2500,0.0166381688607613,0.001,0.0921430435917515,0.23549032688459,0.132457786116323,-1723753.82130433,24.222,1499
1,100,2500,0.0157029012472938,0.001,0.101018010963195,0.228723404255319,0.140141227593699,-1578588.98005248,23.461,1692
1,100,2500,0.0148202070579886,0.001,0.109370921430436,0.223824786324786,0.146940206908645,-1437897.58589564,23.476,1872
1,100,2500,0.0139871310264724,0.001,0.117201774993474,0.215969215969216,0.151945854483926,-1290243.90677046,22.893,2079
1,100,2500,0.0132008840083142,0.001,0.127903941529627,0.210390725633319,0.159090909090909,-1125464.87927902,22.794,2329
1,100,2500,0.0124588336429501,0.001,0.135734795092665,0.205209155485399,0.163393558523174,-970892.825951925,22.5889999999999,2534
1,100,2500,0.0117584955405216,0.001,0.14695901853302,0.20376402461093,0.170761298149833,-815487.420826278,21.88,2763
1,100,2500,0.0110975249641207,0.001,0.155311929000261,0.19959745051996,0.174691720493247,-650266.171676158,21.617,2981
1,100,2500,0.0104737089795945,0.001,0.163925867919603,0.197360150848523,0.179095964637103,-498067.62423428,21.444,3182
1,100,2500,0.00988495904662559,0.001,0.174105977551553,0.195601173020528,0.184228697693689,-319753.158429705,21.064,3410
1,100,2500,0.00932930402628468,0.001,0.184808144087706,0.194238683127572,0.189406099518459,-158138.773980676,20.705,3645
1,100,2500,0.00880488358164346,0.001,0.191333855390238,0.188966228409384,0.190142671854734,12885.8852243525,20.506,3879
1,100,2500,0.00830994194935339,0.001,0.198642652049073,0.185383678440926,0.191784274193548,185564.912458601,19.568,4105
1,100,2500,0.00784282206133768,0.001,0.207517619420517,0.183391003460208,0.194709772226304,357448.148218234,19.346,4335
1,100,2500,0.00740195999691564,0.001,0.218219785956669,0.183454026771999,0.19933237958989,527303.002839912,19.736,4557
1,100,2500,0.00698587974678525,0.001,0.227616810232315,0.17979381443299,0.200898513996083,719169.467323738,20.1759999999999,4850
1,100,2500,0.00659318827133354,0.001,0.237535891412164,0.178466365954109,0.203807390817469,906151.40129435,19.639,5099
1,100,2500,0.00622257083673023,0.001,0.246149830331506,0.176195814648729,0.205379505608189,1086201.81668745,20.577,5352
1,100,2500,0.00587278661318948,0.001,0.253458626990342,0.173640915593705,0.206091478297782,1267882.76863545,19.7560000000001,5592
1,100,2500,0.00554266452066311,0.001,0.259462281388671,0.171202204615915,0.206288263982567,1445497.95278345,19.175,5806
1,100,2500,0.00523109930805626,0.001,0.268337248760115,0.16986120290813,0.208033997773955,1638633.13736314,19.351,6052
1,100,2500,0.004937047852839,0.001,0.27747324458366,0.168730158730159,0.209850952521962,1821584.62342987,19.3520000000001,6300
1,100,2500,0.00465952566866468,0.001,0.284782041242495,0.167177444069874,0.210678767983007,1996803.51201224,19.466,6526
1,100,2500,0.00439760360930272,0.001,0.292873923257635,0.165194346289753,0.211239762778876,2189577.49162822,20.36,6792
1,100,2500,0.00415040475785047,0.001,0.303837118245889,0.165106382978723,0.213950923628343,2368911.34317622,20.1709999999999,7050
1,100,2500,0.00391710149080926,0.001,0.314539284782041,0.164932931836846,0.216395797791147,2551943.19781538,20.1719999999999,7306
1,100,2500,0.00369691270719502,0.001,0.32445836596189,0.164788545671483,0.218568665377176,2740307.58695011,19.313,7543
1,100,2500,0.00348910121340677,0.001,0.333855390237536,0.163450479233227,0.21945778997941,2931148.88743399,20.292,7825
1,100,2500,0.00329297125509715,0.001,0.347428869746802,0.163936445375046,0.222761506276151,3132625.91486707,20.429,8119
1,100,2500,0.00310786618778201,0.001,0.354476637953537,0.162323691130767,0.222677707633024,3327200.62709371,21,8366
1,100,2500,0.00293316627839004,0.001,0.363090576872879,0.160809248554913,0.222898806185402,3520987.74391518,20.6900000000001,8650
1,100,2500,0.00276828663039207,0.001,0.369877316627512,0.158927770300583,0.222326821997333,3721329.68425629,20.0029999999999,8916
1,100,2500,0.00261267522556333,0.001,0.376664056382146,0.157206667392962,0.221829362029208,3923332.20790361,20.1189999999999,9179
1,100,2500,0.0024658110758226,0.001,0.386583137561994,0.156785941139106,0.223092566091738,4118024.48372661,20.277,9446
1,100,2500,0.00232720247896041,0.001,0.39389193422083,0.155358797487903,0.222829297105729,4320901.10685582,20.5659999999998,9713
1,100,2500,0.00219638537241655,0.001,0.403027930044375,0.154724922336908,0.223606082548878,4530330.32813649,20.952,9979
1,100,2500,0.00207292177959537,0.001,0.416601409553641,0.155373831775701,0.226334822378217,4734483.08225219,20.9470000000001,10272
1,100,2500,0.00195639834351706,0.001,0.430435917515009,0.156110953327653,0.22912324579686,4932950.012329,21.126,10563
1,100,2500,0.00184642494289554,0.001,0.441921169407465,0.155893186003683,0.230481247021986,5155501.17637765,21.1859999999999,10860
1,100,2500,0.00174263338600965,0.001,0.451840250587314,0.156030286641428,0.231959798994975,5347080.89941064,21.096,11094
1,100,2500,0.00164467617799466,0.001,0.464630644740277,0.156058214974575,0.233641793003872,5571715.8785754,21.0439999999999,11406
1,100,2500,0.00155222535742705,0.001,0.478726181153746,0.156071823674581,0.235399820305481,5819615.60695272,20.627,11751
1,100,2500,0.00146497139830728,0.001,0.489428347689898,0.155627490039841,0.236160967315322,6051221.00513742,20.5549999999998,12048
1,100,2500,0.00138262217376466,0.001,0.500913599582354,0.155145929339478,0.236913580246914,6286514.92898297,19.9569999999999,12369
1,100,2500,0.0013049019780144,0.001,0.513965022187418,0.155369683579263,0.238608822103732,6525497.07959728,19.778,12673
1,100,2500,0.00123155060329283,0.001,0.527016444792482,0.155092948225534,0.239658139948958,6773467.22112385,19.846,13018
1,100,2500,0.00116232246867985,0.001,0.53667449752023,0.154226989723202,0.23959911432234,7019821.58389548,19.509,13331
1,100,2500,0.00109698579789238,0.001,0.549464891673192,0.154246354510149,0.240874241904108,7264152.32052735,19.3900000000001,13647
1,100,2500,0.00103532184329566,0.001,0.56329939963456,0.154673165137615,0.242703705786425,7502788.78255683,20.182,13952
1,100,2500,0.000977124153534649,0.001,0.574523623074915,0.154597176371427,0.243635156077042,7736546.88630725,20.068,14237
1,100,2500,0.000922197882333432,0.001,0.583920647350561,0.15390436876505,0.243602308613743,7977660.93565879,19.5840000000001,14535
1,100,2500,0.000870359136148516,0.001,0.59592795614722,0.153986240388507,0.244733880045023,8211856.12541764,19.5530000000001,14826
1,100,2500,0.000821434358491942,0.001,0.605847037327069,0.1537391534742,0.245245139475909,8454629.10683814,20.116,15097
1,100,2500,0.000775259748862946,0.001,0.617854346123727,0.15354177477945,0.245960409414454,8694968.29020749,20.066,15416
1,100,2500,0.000731680714342719,0.001,0.628817541111981,0.15324427480916,0.246432407549486,8937359.25419539,19.5030000000002,15720
1,100,2500,0.000690551352016232,0.001,0.638997650743931,0.153086110937402,0.246998284734134,9152438.12354212,19.4950000000001,15991
1,100,2500,0.000651733960488242,0.001,0.648655703471678,0.15270693787255,0.247214484679666,9385880.86803215,19.1559999999999,16273
1,100,2500,0.00061509857885805,0.001,0.66327329678935,0.153432763721997,0.249215378579835,9617295.96255984,19.4580000000001,16561
1,100,2500,0.00058052255160949,0.001,0.673975463325503,0.153489478064439,0.2500363143369,9844644.14531533,19.3490000000002,16822
1,100,2500,0.000547890117959394,0.001,0.683111459149047,0.15308569757239,0.250119468603651,10071595.1855552,19.2809999999999,17095
1,100,2500,0.000517092024289676,0.001,0.696162881754111,0.153469904476925,0.251497005988024,10307120.7366436,19.3310000000001,17378
1,100,2500,0.000488025158365443,0.001,0.707126076742365,0.153597550603844,0.252375628842929,10518594.3732413,19.1300000000001,17637
1,100,2500,0.00046059220411451,0.001,0.717828243278517,0.153631284916201,0.253094657401868,10740273.0099835,18.8609999999999,17900
1,100,2500,0.000434701315812502,0.001,0.729574523623075,0.153952079316993,0.254252706267625,10957474.5992524,19.104,18155
1,100,2500,0.000410265810582719,0.001,0.739754633255025,0.15385450597177,0.254730124488787,11178355.2707254,19.336,18420
1,100,2500,0.000387203878181255,0.001,0.750717828243278,0.153944973771545,0.255496824057211,11392311.2543133,18.9379999999999,18682
1,100,2500,0.000365438307095725,0.001,0.759070738710519,0.153740417657943,0.25569330871362,11584252.6328493,19.1019999999999,18915
1,100,2500,0.000344896226040576,0.001,0.768989819890368,0.153918495297806,0.256497322711245,11764782.6341959,18.9870000000001,19140
1,100,2500,0.000325508859983506,0.001,0.77760375880971,0.154056989191705,0.257165055248619,11942465.2330448,18.972,19337
1,100,2500,0.000307211299886176,0.001,0.787000783085356,0.154330466830467,0.258056233149313,12118115.6533299,18.896,19536
1,100,2500,0.000289942285388288,0.001,0.795353693552597,0.154450527169505,0.258669722823549,12279091.0376917,18.7329999999999,19728
1,100,2500,0.000273643999707467,0.001,0.803706604019838,0.154250789038625,0.258826496301278,12454754.3652966,18.9279999999999,19961
1,100,2500,0.000258261876068267,0.001,0.813364656747586,0.15458649600635,0.259796564949141,12614518.536487,18.635,20157
1,100,2500,0.000243744415012222,0.001,0.819629339598016,0.154489544895449,0.259976817353866,12771433.6132888,18.8510000000001,20325
1,100,2500,0.000230043011977292,0.001,0.831114591490473,0.155218641836884,0.261583963194216,12936510.5388011,18.8589999999999,20513
1,100,2500,0.00021711179456945,0.001,0.837379274340903,0.155110724301325,0.261738669277526,13084463.9522577,18.6970000000001,20682
1,100,2500,0.000204907468981585,0.001,0.846254241712347,0.15520873228648,0.262308345806869,13236092.5836176,18.617,20888
1,100,2500,0.000193389175045523,0.001,0.852257896110676,0.155092152764583,0.262428163806615,13377530.1746052,18.942,21052
1,100,2500,0.000182518349431904,0.001,0.859566692769512,0.155249634623544,0.262998163086015,13516525.1329025,18.854,21211
1,100,2500,0.000172258596539879,0.001,0.864526233359436,0.154911131898971,0.262742453690849,13658378.9392588,18.6760000000002,21380
1,100,2500,0.000162575566644379,0.001,0.872357086922475,0.155023657111049,0.263263618102328,13792895.7721502,18.7460000000001,21558
1,100,2500,0.000153436840893001,0.001,0.878360741320804,0.155126313848423,0.263683736237903,13919667.6194999,18.7049999999999,21692
1,100,2500,0.000144811822767453,0.001,0.883842338814931,0.155306852582332,0.264190691686498,14030945.6213071,18.6300000000001,21802
1,100,2500,0.000136671635646201,0.001,0.889062907856956,0.155376123352037,0.264523143833489,14145081.6707393,18.944,21921
1,100,2500,0.000128989026125331,0.001,0.893761419994779,0.155339805825243,0.264677462992309,14268192.9298267,18.788,22042
1,100,2500,0.000121738272773966,0.001,0.899243017488906,0.15548835529879,0.265132566283142,14366429.8417647,18.8090000000002,22156
1,100,2500,0.000114895100018731,0.001,0.905507700339337,0.155714157464763,0.265732123022712,14478127.6975114,18.5129999999999,22278
1,100,2500,0.000108436596868961,0.001,0.912033411641869,0.156149445834823,0.266646315869806,14580040.3739681,18.6569999999997,22376
1,100,2500,0.000102341140210545,0.001,0.915165753067084,0.156030262572319,0.266605832477853,14667681.6672051,18.5349999999999,22470
1,100,2500,9.65883224115871e-05,0.001,0.919864265204907,0.156226448552556,0.267091102016068,14763889.5896438,18.462,22557
1,100,2500,9.11588829975082e-05,0.001,0.921952492821718,0.155979508920685,0.266817752596789,14838485.0285762,18.616,22644
1,100,2500,8.60346441668449e-05,0.001,0.927173061863743,0.156207396983157,0.26736921339857,14924093.7856938,18.482,22739
1,100,2500,8.11984499318401e-05,0.001,0.929000261028452,0.155952850444766,0.267071889539247,15010520.1363856,18.6110000000003,22821
1,100,2500,7.66341086800746e-05,0.001,0.93265465935787,0.156101183974835,0.267440119760479,15089199.6692006,18.5809999999997,22889
1,100,2500,7.23263389648353e-05,0.001,0.936048029235187,0.15617106523822,0.267681857201508,15162987.0465563,18.4490000000001,22962
1,100,2500,6.82607183427238e-05,0.001,0.939702427564605,0.156188988676298,0.267857142857143,15243709.0679239,18.4569999999999,23049
1,100,2500,6.44236350872137e-05,0.001,0.94283476898982,0.156295975768066,0.268141494376601,15310974.4376639,18.5260000000003,23110
1,100,2500,6.08022426164943e-05,0.001,0.945184025058731,0.156198774911569,0.268093140339836,15383135.1528653,18.585,23182
1,100,2500,5.73844164830239e-05,0.001,0.947533281127643,0.156182772566905,0.268163853285561,15456112.8864111,18.5459999999998,23242
1,100,2500,5.41587137807946e-05,0.001,0.948055338031845,0.155919979393835,0.267797235023041,15514410.2473929,18.5010000000002,23294
1,100,2500,5.11143348344017e-05,0.001,0.949621508744453,0.155796325639159,0.267677139283349,15569038.4149135,18.4660000000003,23351
1,100,2500,4.82410870416537e-05,0.001,0.952231793265466,0.155817529472066,0.267811914987336,15625706.8551446,18.4829999999997,23412
1,100,2500,4.55293507486695e-05,0.001,0.954842077786479,0.15583862309888,0.267946088485204,15680745.0838589,18.4820000000004,23473
1,100,2500,4.29700470432083e-05,0.001,0.956147220046985,0.155713314062234,0.267812100164504,15737007.8072113,18.366,23524
1,100,2500,4.05546073584083e-05,0.001,0.958496476115897,0.15577143341959,0.267990074441687,15787969.782771,18.4839999999999,23573
1,100,2500,3.82749447851631e-05,0.001,0.960062646828504,0.155695720272616,0.267939098127777,15836893.5477574,18.395,23623
1,100,2500,3.61234269970943e-05,0.001,0.961628817541112,0.155672934713712,0.267966249636311,15883371.2250583,18.4670000000001,23665
1,100,2500,3.40928506974681e-05,0.001,0.964500130514226,0.155847990214686,0.268336964415396,15927402.7670405,18.442,23709
1,100,2500,3.21764175025074e-05,0.001,0.965544244322631,0.155786725067385,0.268286491387126,15966541.1832453,18.317,23744
1,100,2500,3.03677111803546e-05,0.001,0.966327329678935,0.155696681667157,0.268183135323095,16006495.9669071,18.415,23777
1,100,2500,2.86606761694825e-05,0.001,0.967110415035239,0.155528503064394,0.267963692908545,16049306.1975451,18.5079999999998,23822
1,100,2500,2.70495973046313e-05,0.001,0.968154528843644,0.155507106620267,0.2679719673434,16083144.9390463,18.433,23851
1,100,2500,2.55290806823952e-05,0.001,0.969198642652049,0.155498785492922,0.267999566927713,16124325.1163315,18.4699999999998,23878
1,100,2500,2.40940356023953e-05,0.001,0.970503784912556,0.155467279949822,0.268002594968644,16162243.2704577,18.4059999999999,23915
1,100,2500,2.27396575235793e-05,0.001,0.972592012529366,0.155548133923353,0.268202267410473,16192005.4807122,18.721,23954
1,100,2500,2.1461411978584e-05,0.001,0.97337509788567,0.155439766569404,0.268070881708062,16227477.7335218,18.5160000000001,23990
1,100,2500,2.02550193923067e-05,0.001,0.97546332550248,0.155546305931322,0.26830844342332,16262950.463493,18.3290000000002,24025
1,100,2500,1.9116440753857e-05,0.001,0.976768467762986,0.155579577581906,0.268407273248933,16298423.6437165,18.3980000000001,24052
1,100,2500,1.80418640939207e-05,0.001,0.978856695379796,0.155737364508493,0.268720888570405,16320846.879316,18.4410000000003,24079
1,100,2500,1.7027691722259e-05,0.001,0.979117723831898,0.155597959099017,0.268523158422221,16346940.931783,18.5439999999999,24107
1,100,2500,1.60705281826164e-05,0.001,0.979378752283999,0.155503978779841,0.268393004041632,16372627.5381239,18.614,24128
1,100,2500,1.51671688847092e-05,0.001,0.980161837640303,0.155518740940153,0.268444380897913,16392197.1403641,18.4499999999998,24145
1,100,2500,1.43145893752348e-05,0.001,0.981466979900809,0.155616256932373,0.268638588218483,16412582.7270526,18.5819999999999,24162
1,100,2500,1.35099352119803e-05,0.001,0.981728008352911,0.155541770057899,0.26853736032273,16434192.1028636,18.3519999999999,24180
1,100,2500,1.27505124071301e-05,0.001,0.983033150613417,0.155613404404777,0.268692922374429,16461919.1387181,18.3520000000003,24201
1,100,2500,1.20337784077759e-05,0.001,0.983294179065518,0.155590434100202,0.26866842593253,16479858.6796776,18.473,24211
1,100,2500,1.13573335834311e-05,0.001,0.984077264421822,0.155566559379384,0.268662034562622,16497798.4869407,18.4349999999999,24234
1,100,2500,1.07189131920513e-05,0.001,0.98564343513443,0.155627910810699,0.268811845945754,16518185.4897649,18.306,24263
1,100,2500,1.01163797976621e-05,0.001,0.986687548942835,0.155600378709916,0.268809557673162,16543874.4420927,18.3719999999998,24293
1,100,2500,9.54771611420805e-06,0.001,0.987992691203341,0.155684435669628,0.268983406175603,16563446.2573886,18.3879999999999,24312
1,100,2500,9.01101825166502e-06,0.001,0.988514748107544,0.155715460526316,0.26904905687187,16575269.6266811,18.4089999999997,24320
1,100,2500,8.50448934180267e-06,0.001,0.989297833463848,0.155755558295319,0.269137906547365,16590763.6114756,18.2839999999997,24333
1,100,2500,8.02643352225717e-06,0.001,0.98981989036805,0.155780133103278,0.269193909061868,16606257.7839353,18.5320000000002,24342
1,100,2500,7.5752502587719e-06,0.001,0.990080918820151,0.155763623670486,0.269178908523171,16617266.0691653,18.489,24351
1,100,2500,7.14942898659758e-06,0.001,0.990341947272253,0.155740733139034,0.269154370034052,16634799.7061378,18.4540000000002,24361
1,100,2500,6.74754405311069e-06,0.001,0.990864004176455,0.155758893767182,0.269200765903127,16645400.4920766,18.404,24371
1,100,2500,6.36824994471859e-06,0.001,0.991386061080658,0.155751486569612,0.269208959455628,16660079.6672229,18.3650000000002,24385
1,100,2500,6.01027678207038e-06,0.001,0.992169146436962,0.155791458316255,0.269297530907932,16673535.5105986,18.453,24398
1,100,2500,5.67242606849198e-06,0.001,0.992691203341164,0.155847881321203,0.269401055502426,16683728.8940429,18.3939999999998,24402
1,100,2500,5.35356667741072e-06,0.001,0.992691203341164,0.155828723622209,0.269372432355858,16691475.4581819,18.3220000000001,24405
1,100,2500,5.05263106533568e-06,0.001,0.992691203341164,0.15579042235058,0.269315204305644,16700037.7882906,18.2800000000002,24411
1,100,2500,4.76861169771446e-06,0.001,0.992952231793265,0.15578671471865,0.269319267938688,16708192.405641,18.424,24418
1,100,2500,4.5005576757005e-06,0.001,0.993474288697468,0.155817571440269,0.269384577272888,16715123.6558489,18.328,24426
1,100,2500,4.24757155253689e-06,0.001,0.993474288697468,0.155785682125169,0.269336918830939,16720423.7088999,18.498,24431
1,100,2500,4.00880632889846e-06,0.001,0.993735317149569,0.155781978885343,0.269340974212034,16730209.9199657,18.2950000000001,24438
1,100,2500,3.78346261713193e-06,0.001,0.993996345601671,0.155746421267894,0.269297408153884,16736325.8027912,18.3650000000002,24450
1,100,2500,3.57078596490046e-06,0.001,0.994518402505873,0.155789990186457,0.26938169477145,16742849.5928726,18.299,24456
1,100,2500,3.37006432927192e-06,0.001,0.995040459410076,0.155808060165127,0.269427854542884,16747334.3412662,18.384,24466
1,100,2500,3.18062569279412e-06,0.001,0.995301487862177,0.1558043558207,0.269431882419446,16754266.1080469,18.375,24473
1,100,2500,3.00183581357559e-06,0.001,0.99582354476638,0.155860603832169,0.269535113748764,16761605.7687881,18.2860000000001,24477
1,100,2500,2.83309610183932e-06,0.001,0.996345601670582,0.155910464831305,0.269628792427507,16767722.023354,18.3670000000002,24482
1,100,2500,2.67384161583994e-06,0.001,0.996606630122683,0.155913100294022,0.269642289628871,16772207.0440145,18.393,24488
1,100,2500,2.52353917043477e-06,0.001,0.997128687026886,0.155962928183563,0.269735913006637,16776692.1234217,18.2549999999997,24493
1,100,2500,2.38168555197616e-06,0.001,0.997389715478987,0.155971916074782,0.269758904303011,16783216.3784954,18.3360000000002,24498
1,100,2500,2.24780583354873e-06,0.001,0.997389715478987,0.155952818252316,0.269730340251306,16787293.7416199,18.5010000000002,24501
1,100,2500,2.12145178491063e-06,0.001,0.99791177238319,0.156002611605321,0.269823905141688,16792594.6262482,18.3299999999999,24506
1,100,2500,2.00220037181558e-06,0.001,0.99791177238319,0.155989880855231,0.2698048625569,16797487.7334098,18.3359999999998,24508
1,100,2500,1.88965233969121e-06,0.001,0.998172800835291,0.156011586634572,0.269846870369064,16801973.0604974,18.297,24511
1,100,2500,1.78343087693191e-06,0.001,0.998172800835291,0.15599885774895,0.269827829523003,16805234.9569581,18.2640000000001,24513
1,100,2500,1.68318035333095e-06,0.001,0.998172800835291,0.155992494085013,0.269818310107603,16808904.7166179,18.308,24514
1,100,2500,1.58856512942805e-06,0.001,0.998172800835291,0.15597976831457,0.269799273291706,16810535.3929977,18.2489999999998,24516
1,100,2500,1.49926843278604e-06,0.001,0.998433829287392,0.15600783098132,0.269850788387597,16814205.2244668,18.3160000000003,24518
1,100,2500,1.41499129743458e-06,0.001,0.998955886191595,0.156063942582171,0.269953796776355,16817467.2647953,18.299,24522
1,100,2500,1.3354515629299e-06,0.001,0.998955886191595,0.156063942582171,0.269953796776355,16817874.5678675,18.2660000000001,24522
1,100,2500,1.26038292967973e-06,0.001,0.998955886191595,0.156057578599682,0.269944275939903,16819097.5483439,18.2310000000002,24523
1,100,2500,1.18953406737032e-06,0.001,0.998955886191595,0.156057578599682,0.269944275939903,16819097.0843292,18.7260000000001,24523
1,100,2500,1.12266777351081e-06,0.001,0.998955886191595,0.156051215136193,0.269934755774996,16820727.9425917,18.7929999999997,24524
1,100,2500,1.05956017927761e-06,0.001,0.998955886191595,0.156051215136193,0.269934755774996,16821951.0014439,18.8449999999998,24524
1,100,2500,1e-06,0.001,0.998955886191595,0.156038489765963,0.269915717459534,16823581.9075925,18.8700000000003,24526
