rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1340,2.500000e-01,2000,1.000000e-04,1.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,8643.048,3109.532,37.642 
1340,2.500000e-01,2000,5.000000e-04,1.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,8643.043,3109.471,33.440 
1340,2.500000e-01,2000,1.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,8643.038,3109.395,34.003 
1340,2.500000e-01,2000,5.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.997,0.001,0.002,8642.995,3108.784,32.760 
1340,2.500000e-01,2000,1.000000e-04,2.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,1371.079,813.020,31.858 
1340,2.500000e-01,2000,5.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,1371.076,812.960,31.276 
1340,2.500000e-01,2000,1.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,1371.072,812.885,31.686 
1340,2.500000e-01,2000,5.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.994,0.001,0.002,1371.041,812.285,31.305 
1340,2.500000e-01,2000,1.000000e-04,5.000000e-04,1.000000e+00,-Inf,1.000,0.001,0.002,288.269,170.976,30.077 
1340,2.500000e-01,2000,5.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.999,0.001,0.002,288.266,170.917,29.308 
1340,2.500000e-01,2000,1.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.998,0.001,0.002,288.262,170.842,29.417 
1340,2.500000e-01,2000,5.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.986,0.001,0.002,288.231,170.251,29.461 
1340,2.500000e-01,2000,1.000000e-04,1.000000e-03,1.000000e+00,-Inf,1.000,0.001,0.002,242.498,113.794,28.624 
1340,2.500000e-01,2000,5.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.998,0.001,0.002,242.497,113.735,28.155 
1340,2.500000e-01,2000,1.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.995,0.001,0.002,242.496,113.662,28.182 
1340,2.500000e-01,2000,1.000000e-04,1.000000e-02,1.000000e+00,862727771.676,0.925,0.002,0.003,93.333,0.912,28.684 
1340,2.500000e-01,2000,5.000000e-04,1.000000e-02,1.000000e+00,85544005.972,0.594,0.013,0.026,93.333,0.912,25.752 
1340,2.500000e-01,2000,1.000000e-03,1.000000e-02,1.000000e+00,91414007.479,0.420,0.009,0.017,93.333,0.912,22.569 
1340,2.500000e-01,2000,5.000000e-03,1.000000e-02,1.000000e+00,20170176.613,0.068,0.945,0.127,93.333,0.913,21.876 
