rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1340,20,2000,1.000000e-04,1.000000e-04,1.000000e+00,1756557600.093,0.741,0.007,0.014,93.212,0.910,24.685 
1340,20,2000,5.000000e-04,1.000000e-04,1.000000e+00,1598611239.321,0.201,0.940,0.332,93.212,0.912,23.657 
1340,20,2000,1.000000e-03,1.000000e-04,1.000000e+00,1605874353.248,0.031,0.977,0.060,93.212,0.912,23.996 
1340,20,2000,5.000000e-03,1.000000e-04,1.000000e+00,1606778323.928,0.000,NaN,NaN,93.212,0.912,24.086 
1340,20,2000,1.000000e-04,2.000000e-04,1.000000e+00,1746644797.689,0.737,0.007,0.015,93.219,0.911,23.571 
1340,20,2000,5.000000e-04,2.000000e-04,1.000000e+00,1598015463.131,0.197,0.938,0.326,93.219,0.912,23.667 
1340,20,2000,1.000000e-03,2.000000e-04,1.000000e+00,1605163259.442,0.030,0.977,0.058,93.219,0.913,24.180 
1340,20,2000,5.000000e-03,2.000000e-04,1.000000e+00,1606018414.807,0.000,NaN,NaN,93.219,0.913,24.691 
1340,20,2000,1.000000e-04,5.000000e-04,1.000000e+00,1701070495.941,0.734,0.010,0.020,93.237,0.912,24.120 
1340,20,2000,5.000000e-04,5.000000e-04,1.000000e+00,1596798103.195,0.193,0.940,0.320,93.237,0.913,24.150 
1340,20,2000,1.000000e-03,5.000000e-04,1.000000e+00,1603658345.606,0.027,0.979,0.052,93.237,0.914,24.201 
1340,20,2000,5.000000e-03,5.000000e-04,1.000000e+00,1604402756.815,0.000,NaN,NaN,93.237,0.914,24.609 
1340,20,2000,1.000000e-04,1.000000e-03,1.000000e+00,1622411703.356,0.731,0.031,0.059,93.258,0.913,24.056 
1340,20,2000,5.000000e-04,1.000000e-03,1.000000e+00,1595848991.803,0.185,0.939,0.309,93.258,0.914,24.078 
1340,20,2000,1.000000e-03,1.000000e-03,1.000000e+00,1602367448.646,0.022,0.979,0.044,93.258,0.915,24.188 
1340,20,2000,5.000000e-03,1.000000e-03,1.000000e+00,1602999458.232,0.000,NaN,NaN,93.258,0.915,23.271 
1340,20,2000,1.000000e-04,1.000000e-02,1.000000e+00,1587539707.650,0.570,0.531,0.549,93.383,0.917,28.737 
1340,20,2000,5.000000e-04,1.000000e-02,1.000000e+00,1596751848.148,0.126,0.940,0.223,93.383,0.918,27.280 
1340,20,2000,1.000000e-03,1.000000e-02,1.000000e+00,1600812910.857,0.008,0.975,0.015,93.383,0.918,24.975 
1340,20,2000,5.000000e-03,1.000000e-02,1.000000e+00,1600958767.824,0.000,NaN,NaN,93.383,0.918,22.954 
