rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1340,1,2000,1.000000e-04,1.000000e-04,1.000000e+00,-Inf,0.996,0.001,0.002,86.442,1.179,26.279 
1340,1,2000,5.000000e-04,1.000000e-04,1.000000e+00,-Inf,0.969,0.001,0.003,86.442,1.121,24.691 
1340,1,2000,1.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.928,0.002,0.004,86.442,1.070,24.637 
1340,1,2000,5.000000e-03,1.000000e-04,1.000000e+00,-Inf,0.661,0.139,0.187,86.442,0.992,23.402 
1340,1,2000,1.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.992,0.001,0.002,88.801,0.890,24.415 
1340,1,2000,5.000000e-04,2.000000e-04,1.000000e+00,-Inf,0.948,0.002,0.004,88.801,0.863,24.241 
1340,1,2000,1.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.890,0.005,0.010,88.801,0.852,23.686 
1340,1,2000,5.000000e-03,2.000000e-04,1.000000e+00,-Inf,0.524,0.938,0.671,88.801,0.849,22.984 
1340,1,2000,1.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.990,0.001,0.002,90.859,0.824,24.021 
1340,1,2000,5.000000e-04,5.000000e-04,1.000000e+00,-Inf,0.907,0.004,0.008,90.859,0.818,23.517 
1340,1,2000,1.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.806,0.065,0.121,90.859,0.818,23.377 
1340,1,2000,5.000000e-03,5.000000e-04,1.000000e+00,-Inf,0.348,0.977,0.513,90.859,0.821,22.506 
1340,1,2000,1.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.983,0.001,0.003,91.890,0.843,24.326 
1340,1,2000,5.000000e-04,1.000000e-03,1.000000e+00,-Inf,0.855,0.013,0.026,91.890,0.842,23.314 
1340,1,2000,1.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.712,0.570,0.633,91.890,0.842,22.949 
1340,1,2000,5.000000e-03,1.000000e-03,1.000000e+00,-Inf,0.227,0.979,0.367,91.890,0.845,22.686 
1340,1,2000,1.000000e-04,1.000000e-02,1.000000e+00,601431237.304,0.845,0.002,0.005,93.389,0.917,31.617 
1340,1,2000,5.000000e-04,1.000000e-02,1.000000e+00,91164426.188,0.472,0.061,0.108,93.389,0.917,24.769 
1340,1,2000,1.000000e-03,1.000000e-02,1.000000e+00,80081998.200,0.294,0.886,0.442,93.389,0.918,24.881 
1340,1,2000,5.000000e-03,1.000000e-02,1.000000e+00,80050062.232,0.001,0.967,0.003,93.389,0.918,24.670 
