rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1340,10,2000,1.000000e-04,1.000000e-04,1.000000e+00,810715259.612,0.821,0.091,0.164,93.151,0.906,25.190 
1340,10,2000,5.000000e-04,1.000000e-04,1.000000e+00,801529551.461,0.336,0.917,0.492,93.151,0.907,21.672 
1340,10,2000,1.000000e-03,1.000000e-04,1.000000e+00,805752911.047,0.118,0.960,0.210,93.151,0.908,20.773 
1340,10,2000,5.000000e-03,1.000000e-04,1.000000e+00,808149707.009,0.000,NaN,NaN,93.151,0.908,21.515 
1340,10,2000,1.000000e-04,2.000000e-04,1.000000e+00,808652701.329,0.817,0.099,0.177,93.163,0.907,23.489 
1340,10,2000,5.000000e-04,2.000000e-04,1.000000e+00,800691512.393,0.337,0.917,0.492,93.163,0.908,22.499 
1340,10,2000,1.000000e-03,2.000000e-04,1.000000e+00,804836798.857,0.111,0.960,0.199,93.163,0.909,22.567 
1340,10,2000,5.000000e-03,2.000000e-04,1.000000e+00,807138745.025,0.000,NaN,NaN,93.163,0.909,23.029 
1340,10,2000,1.000000e-04,5.000000e-04,1.000000e+00,803103871.123,0.813,0.140,0.239,93.194,0.909,24.471 
1340,10,2000,5.000000e-04,5.000000e-04,1.000000e+00,798889491.940,0.329,0.920,0.484,93.194,0.910,23.222 
1340,10,2000,1.000000e-03,5.000000e-04,1.000000e+00,802873154.503,0.104,0.961,0.188,93.194,0.911,21.949 
1340,10,2000,5.000000e-03,5.000000e-04,1.000000e+00,804936554.555,0.000,NaN,NaN,93.194,0.911,22.853 
1340,10,2000,1.000000e-04,1.000000e-03,1.000000e+00,796805566.667,0.809,0.293,0.430,93.231,0.911,25.195 
1340,10,2000,5.000000e-04,1.000000e-03,1.000000e+00,797331042.251,0.311,0.919,0.465,93.231,0.912,22.030 
1340,10,2000,1.000000e-03,1.000000e-03,1.000000e+00,801127300.872,0.096,0.964,0.175,93.231,0.913,20.679 
1340,10,2000,5.000000e-03,1.000000e-03,1.000000e+00,802929860.586,0.000,NaN,NaN,93.231,0.913,21.500 
1340,10,2000,1.000000e-04,1.000000e-02,1.000000e+00,794266955.154,0.638,0.606,0.622,93.386,0.917,24.999 
1340,10,2000,5.000000e-04,1.000000e-02,1.000000e+00,797151413.241,0.212,0.923,0.344,93.386,0.917,21.064 
1340,10,2000,1.000000e-03,1.000000e-02,1.000000e+00,799852628.255,0.050,0.961,0.094,93.386,0.918,19.722 
1340,10,2000,5.000000e-03,1.000000e-02,1.000000e+00,800530316.301,0.000,NaN,NaN,93.386,0.918,20.324 
