rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1340,5,2000,1.000000e-04,1.000000e-04,1.000000e+00,519233414.764,0.893,0.012,0.025,93.006,0.897,28.166 
1340,5,2000,5.000000e-04,1.000000e-04,1.000000e+00,408578498.282,0.503,0.886,0.641,93.006,0.898,23.545 
1340,5,2000,1.000000e-03,1.000000e-04,1.000000e+00,410340967.371,0.262,0.942,0.409,93.006,0.899,23.058 
1340,5,2000,5.000000e-03,1.000000e-04,1.000000e+00,413317411.326,0.000,NaN,NaN,93.006,0.900,23.449 
1340,5,2000,1.000000e-04,2.000000e-04,1.000000e+00,507429023.912,0.893,0.014,0.027,93.031,0.898,25.866 
1340,5,2000,5.000000e-04,2.000000e-04,1.000000e+00,407011144.705,0.492,0.885,0.632,93.031,0.899,23.113 
1340,5,2000,1.000000e-03,2.000000e-04,1.000000e+00,408750972.132,0.258,0.941,0.405,93.031,0.900,23.309 
1340,5,2000,5.000000e-03,2.000000e-04,1.000000e+00,411570888.759,0.000,NaN,NaN,93.031,0.901,23.388 
1340,5,2000,1.000000e-04,5.000000e-04,1.000000e+00,472802698.811,0.887,0.019,0.038,93.090,0.902,25.910 
1340,5,2000,5.000000e-04,5.000000e-04,1.000000e+00,403665951.456,0.477,0.882,0.619,93.090,0.903,23.267 
1340,5,2000,1.000000e-03,5.000000e-04,1.000000e+00,405299120.772,0.235,0.941,0.376,93.090,0.904,23.595 
1340,5,2000,5.000000e-03,5.000000e-04,1.000000e+00,407783192.577,0.000,NaN,NaN,93.090,0.904,23.241 
1340,5,2000,1.000000e-04,1.000000e-03,1.000000e+00,430626684.818,0.877,0.043,0.081,93.159,0.906,25.787 
1340,5,2000,5.000000e-04,1.000000e-03,1.000000e+00,400650694.380,0.456,0.884,0.601,93.159,0.907,23.341 
1340,5,2000,1.000000e-03,1.000000e-03,1.000000e+00,402185558.886,0.219,0.942,0.355,93.159,0.908,23.392 
1340,5,2000,5.000000e-03,1.000000e-03,1.000000e+00,404290521.713,0.000,NaN,NaN,93.159,0.908,23.301 
1340,5,2000,1.000000e-04,1.000000e-02,1.000000e+00,413339230.308,0.709,0.065,0.120,93.390,0.917,36.249 
1340,5,2000,5.000000e-04,1.000000e-02,1.000000e+00,398308598.552,0.306,0.887,0.455,93.390,0.917,22.903 
1340,5,2000,1.000000e-03,1.000000e-02,1.000000e+00,399452016.774,0.119,0.940,0.211,93.390,0.918,22.115 
1340,5,2000,5.000000e-03,1.000000e-02,1.000000e+00,400272620.383,0.000,NaN,NaN,93.390,0.918,21.589 
