rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1340,15,2000,1.000000e-04,1.000000e-04,1.000000e+00,1192553413.578,0.775,0.661,0.714,93.191,0.909,26.149 
1340,15,2000,5.000000e-04,1.000000e-04,1.000000e+00,1199350929.138,0.257,0.931,0.403,93.191,0.910,23.033 
1340,15,2000,1.000000e-03,1.000000e-04,1.000000e+00,1205419646.295,0.062,0.966,0.117,93.191,0.911,23.235 
1340,15,2000,5.000000e-03,1.000000e-04,1.000000e+00,1207019457.980,0.000,NaN,NaN,93.191,0.911,23.098 
1340,15,2000,1.000000e-04,2.000000e-04,1.000000e+00,1191929565.489,0.772,0.665,0.715,93.200,0.910,23.833 
1340,15,2000,5.000000e-04,2.000000e-04,1.000000e+00,1198689912.714,0.257,0.931,0.402,93.200,0.911,23.813 
1340,15,2000,1.000000e-03,2.000000e-04,1.000000e+00,1204654340.352,0.058,0.968,0.109,93.200,0.911,23.610 
1340,15,2000,5.000000e-03,2.000000e-04,1.000000e+00,1206186147.840,0.000,NaN,NaN,93.200,0.912,22.667 
1340,15,2000,1.000000e-04,5.000000e-04,1.000000e+00,1190658883.446,0.768,0.671,0.716,93.222,0.911,23.870 
1340,15,2000,5.000000e-04,5.000000e-04,1.000000e+00,1197298364.689,0.249,0.931,0.393,93.222,0.912,24.397 
1340,15,2000,1.000000e-03,5.000000e-04,1.000000e+00,1203025223.901,0.052,0.967,0.098,93.222,0.913,23.880 
1340,15,2000,5.000000e-03,5.000000e-04,1.000000e+00,1204393172.963,0.000,NaN,NaN,93.222,0.913,22.896 
1340,15,2000,1.000000e-04,1.000000e-03,1.000000e+00,1189667153.986,0.766,0.677,0.719,93.249,0.912,24.420 
1340,15,2000,5.000000e-04,1.000000e-03,1.000000e+00,1196169225.600,0.240,0.930,0.381,93.249,0.914,23.585 
1340,15,2000,1.000000e-03,1.000000e-03,1.000000e+00,1201616728.441,0.047,0.970,0.089,93.249,0.914,23.764 
1340,15,2000,5.000000e-03,1.000000e-03,1.000000e+00,1202800826.804,0.000,NaN,NaN,93.249,0.914,22.775 
1340,15,2000,1.000000e-04,1.000000e-02,1.000000e+00,1190611582.114,0.609,0.646,0.627,93.383,0.917,26.942 
1340,15,2000,5.000000e-04,1.000000e-02,1.000000e+00,1196706621.224,0.161,0.932,0.275,93.383,0.918,24.066 
1340,15,2000,1.000000e-03,1.000000e-02,1.000000e+00,1200381014.157,0.021,0.968,0.042,93.383,0.918,24.259 
1340,15,2000,5.000000e-03,1.000000e-02,1.000000e+00,1200721973.261,0.000,NaN,NaN,93.383,0.918,22.419 
