perturb_strength,rd_seed,t,p,n_by_p,nu_0,mu,gamma,precision,recall,F1,Time,bic,bic_mean
0.05,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.9612164475315769,0.6063847591715651,0.7436326553243892,10.988923454284668,28825.18477942238,29263.185214961228
0.1,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.936199545014712,0.6033390043226146,0.7337617170230659,11.02067174911499,31890.718513363652,31667.198763608136
0.2,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.9281317790032542,0.5993495478801537,0.7283222901603864,11.101174640655518,35271.04781359333,36034.94452368557
0.5,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.8728168569484641,0.5786332331834936,0.6959027755090462,11.031062650680543,46930.15725041508,48287.19708555266
1.0,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.8390247412829233,0.5626104770612537,0.6735486714790944,11.00190544128418,63675.44429225688,63268.546832397034
2.0,1339.0,5.0,250.0,20.0,0.0005,0.001,1.0,0.8465378643125876,0.507629278842815,0.6346711084162042,11.18307957649231,80339.90297516514,80700.90648770313
